Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report')"
2023-11-04,17:30,Matchweek 11,Sat,Away,L,0.0,1.0,Newcastle Utd,0.6,1.0,58.0,52194.0,Jorginho,4-3-3,4-3-3,Stuart Attwell,Match Report,,0,14,1,7.1,0.0,0.0,20.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Match Report,1,1,0,0.0,0,0.9,-0.1,0,0,0,0,5,14,35.7,27,4,37.0,36.1,6,66.7,49.3,7,0,0.0,1,14.3,Match Report,431,525,82.1,7721,2366,187,209,89.5,201,231,87.0,39,69,56.5,0,0.5,0.9,11,52,10,3,52,Match Report,24,19,2,1,2,0,0,0,0,0,0,0,0,0,Match Report,11,8,3,7,1,2,9,22.2,7,19,5,14,7,18,13,0,Match Report,58.0,620,40,123,262,241,30,620,18,7,38.9,8,44.4,352,1541,840,15,12,4,9,10,429,52,Match Report,1,0,0,9,14,1,25,7,8,0,0,0,40,14,13,51.9,Match Report
2023-11-11,15:00,Matchweek 12,Sat,Home,W,3.0,1.0,Burnley,1.8,0.3,63.0,60232.0,Jorginho,4-3-3,4-4-2,Michael Oliver,Match Report,,3,16,6,37.5,0.19,0.5,13.8,0,0,0,1.8,1.8,0.12,1.2,1.2,Match Report,5,1,4,80.0,0,1.1,0.1,0,0,0,0,3,10,30.0,22,6,36.4,32.1,4,50.0,48.5,7,0,0.0,1,23.0,Match Report,507,614,82.6,9164,2493,198,225,88.0,272,297,91.6,36,76,47.4,2,1.8,1.4,12,54,19,2,73,Match Report,27,19,4,1,2,0,1,5,2,1,0,2,0,0,Match Report,17,8,10,6,1,11,14,78.6,3,9,0,9,3,20,11,1,Match Report,63.0,691,44,143,290,261,45,691,12,5,41.7,6,50.0,448,2141,1053,21,3,10,5,7,503,70,Match Report,0,1,0,8,9,3,32,3,8,0,0,0,36,28,22,56.0,Match Report
2023-11-25,17:30,Matchweek 13,Sat,Away,W,1.0,0.0,Brentford,1.6,1.1,63.0,17201.0,Martin Ødegaard,4-3-3,5-3-2,Tim Robinson,Match Report,,1,15,4,26.7,0.07,0.25,15.2,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Match Report,1,0,1,100.0,1,0.1,0.1,0,0,0,0,4,18,22.2,29,4,44.8,37.6,7,71.4,44.9,7,1,14.3,4,21.7,Match Report,442,564,78.4,7090,2335,224,254,88.2,159,193,82.4,37,73,50.7,1,1.4,1.3,11,35,11,2,50,Match Report,28,25,2,0,0,1,0,2,2,0,0,0,0,0,Match Report,8,5,4,3,1,4,8,50.0,4,11,3,8,5,13,15,1,Match Report,63.0,661,59,160,224,281,32,661,11,5,45.5,6,54.5,421,1818,844,21,17,9,15,8,439,50,Match Report,1,0,0,7,8,3,27,5,5,0,0,0,46,20,23,46.5,Match Report
2023-12-02,15:00,Matchweek 14,Sat,Home,W,2.0,1.0,Wolves,2.8,0.7,57.0,60262.0,Martin Ødegaard,4-3-3,3-5-2,Peter Bankes,Match Report,,2,19,6,31.6,0.11,0.33,15.6,0,0,0,2.8,2.8,0.15,-0.8,-0.8,Match Report,3,1,2,66.7,0,0.9,-0.1,0,0,0,0,2,9,22.2,24,6,33.3,32.0,5,20.0,23.8,7,1,14.3,0,12.0,Match Report,567,655,86.6,10105,2956,222,242,91.7,303,330,91.8,36,62,58.1,2,2.6,1.9,16,70,15,3,77,Match Report,33,27,1,1,3,1,0,4,3,0,1,0,0,0,Match Report,17,8,6,7,4,7,16,43.8,9,8,0,8,12,29,9,1,Match Report,57.0,754,44,146,341,268,36,754,15,3,20.0,10,66.7,491,2285,1112,23,12,9,15,8,561,77,Match Report,1,0,0,10,8,3,15,12,8,0,0,0,45,9,11,45.0,Match Report
2023-12-05,20:15,Matchweek 15,Tue,Away,W,4.0,3.0,Luton Town,2.2,0.5,66.0,11031.0,Martin Ødegaard,4-3-3,3-4-3,Samuel Barrott,Match Report,,4,23,9,39.1,0.17,0.44,15.5,0,0,0,2.2,2.2,0.1,1.8,1.8,Match Report,4,3,1,25.0,0,0.9,-2.1,0,0,0,0,8,16,50.0,26,2,42.3,32.5,5,100.0,65.2,9,2,22.2,2,17.0,Match Report,524,637,82.3,9012,3095,236,263,89.7,246,277,88.8,33,75,44.0,4,2.2,2.3,20,39,16,4,50,Match Report,42,33,2,2,3,1,1,8,7,1,0,0,0,0,Match Report,13,5,5,4,4,8,24,33.3,16,7,1,6,6,19,16,2,Match Report,66.0,745,39,213,333,204,49,745,21,8,38.1,9,42.9,436,1924,897,18,9,7,18,11,523,50,Match Report,1,0,0,7,14,4,25,6,5,0,0,0,51,19,19,50.0,Match Report
2023-12-09,17:30,Matchweek 16,Sat,Away,L,0.0,1.0,Aston Villa,1.4,0.6,61.0,42000.0,Martin Ødegaard,4-3-3,4-4-1-1,Jarred Gillett,Match Report,,0,12,3,25.0,0.0,0.0,14.8,1,0,0,1.4,1.4,0.12,-1.4,-1.4,Match Report,3,1,2,66.7,0,0.4,-0.6,0,0,0,0,1,5,20.0,22,9,22.7,26.8,4,0.0,10.8,7,1,14.3,3,31.5,Match Report,410,497,82.5,6668,2465,200,219,91.3,170,197,86.3,26,51,51.0,0,1.0,1.1,9,31,16,3,53,Match Report,24,21,1,0,0,1,1,0,0,0,0,0,0,0,Match Report,31,18,16,11,4,13,17,76.5,4,10,5,5,4,35,16,0,Match Report,61.0,626,43,154,340,137,35,626,22,7,31.8,13,59.1,352,1634,935,13,10,5,20,18,406,53,Match Report,2,0,0,11,16,4,10,4,18,0,0,0,63,8,4,66.7,Match Report
2023-12-17,14:00,Matchweek 17,Sun,Home,W,2.0,0.0,Brighton,2.3,0.7,49.0,60257.0,Martin Ødegaard,4-3-3,4-2-3-1,Tim Robinson,Match Report,,2,26,8,30.8,0.08,0.25,14.2,0,0,0,2.3,2.3,0.09,-0.3,-0.3,Match Report,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,13,15.4,32,4,34.4,29.2,3,66.7,46.3,7,2,28.6,0,3.0,Match Report,487,553,88.1,7368,2492,270,279,96.8,179,200,89.5,22,45,48.9,1,1.4,2.0,19,38,14,1,54,Match Report,46,38,3,4,1,0,0,2,2,0,0,0,0,0,Match Report,12,7,7,4,1,6,10,60.0,4,7,2,5,11,23,6,0,Match Report,49.0,641,24,155,216,276,56,641,21,11,52.4,5,23.8,440,2151,991,24,14,16,10,13,480,52,Match Report,1,0,0,11,9,1,18,11,7,0,0,0,36,8,10,44.4,Match Report
2023-12-23,17:30,Matchweek 18,Sat,Away,D,1.0,1.0,Liverpool,0.7,1.0,48.0,57548.0,Martin Ødegaard,4-3-3,4-3-3,Chris Kavanagh,Match Report,,1,13,2,15.4,0.08,0.5,17.2,0,0,0,0.7,0.7,0.06,0.3,0.3,Match Report,3,1,2,66.7,0,0.6,-0.4,0,0,0,0,2,16,12.5,24,9,45.8,40.6,7,71.4,52.9,17,4,23.5,0,9.3,Match Report,360,466,77.3,5872,2256,188,214,87.9,123,151,81.5,35,74,47.3,1,0.6,0.5,9,34,6,1,44,Match Report,23,17,2,2,1,1,0,2,0,1,0,0,1,0,Match Report,20,14,12,7,1,6,12,50.0,6,12,4,8,11,31,22,0,Match Report,48.0,606,69,197,281,134,24,606,31,10,32.3,14,45.2,313,1553,722,17,13,8,21,20,358,44,Match Report,5,0,0,14,13,1,16,11,14,0,0,0,61,4,15,21.1,Match Report
2023-12-28,20:15,Matchweek 19,Thu,Home,L,0.0,2.0,West Ham,2.7,1.4,73.0,60261.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,0,30,8,26.7,0.0,0.0,16.8,0,0,0,2.7,2.7,0.1,-2.7,-2.7,Match Report,3,2,0,33.3,0,2.3,0.3,1,0,1,0,0,0,,20,5,0.0,15.1,6,0.0,11.2,7,1,14.3,4,25.4,Match Report,703,796,88.3,9768,3201,430,463,92.9,240,258,93.0,16,32,50.0,0,1.9,3.5,23,65,31,5,118,Match Report,58,51,2,0,5,0,0,0,0,0,0,0,0,0,Match Report,20,7,5,11,4,9,14,64.3,5,11,2,9,6,26,10,0,Match Report,73.0,930,40,113,380,440,71,930,20,5,25.0,14,70.0,692,3946,2170,51,28,14,20,10,698,118,Match Report,2,0,0,8,8,0,30,6,7,0,1,0,50,17,12,58.6,Match Report
2023-12-31,14:00,Matchweek 20,Sun,Away,L,1.0,2.0,Fulham,1.6,1.2,60.0,24444.0,Martin Ødegaard,4-3-3,4-2-3-1,Joshua Smith,Match Report,,1,13,3,23.1,0.08,0.33,15.4,1,0,0,1.6,1.6,0.13,-0.6,-0.6,Match Report,4,2,2,50.0,0,1.0,-1.0,0,0,0,0,2,7,28.6,23,4,30.4,28.6,5,0.0,15.8,14,0,0.0,2,27.5,Match Report,576,670,86.0,8801,2696,335,364,92.0,213,245,86.9,25,47,53.2,0,0.5,0.6,8,43,5,1,66,Match Report,23,18,0,2,1,2,0,1,0,0,0,1,0,0,Match Report,13,9,3,8,2,6,13,46.2,7,15,6,9,7,20,14,1,Match Report,60.0,766,53,190,396,185,19,766,15,6,40.0,8,53.3,532,3079,1603,29,23,8,15,7,569,66,Match Report,1,0,0,10,11,0,20,7,9,0,0,0,49,10,10,50.0,Match Report
2024-01-20,12:30,Matchweek 21,Sat,Home,W,5.0,0.0,Crystal Palace,3.3,0.3,60.0,60284.0,Martin Ødegaard,4-3-3,3-4-3,Paul Tierney,Match Report,,5,21,7,33.3,0.24,0.71,16.7,0,0,0,3.3,3.3,0.16,1.7,1.7,Match Report,5,0,5,100.0,1,0.6,0.6,0,0,0,0,2,9,22.2,31,5,29.0,29.4,5,0.0,14.0,14,2,14.3,1,12.3,Match Report,504,599,84.1,8305,2898,250,273,91.6,207,242,85.5,34,58,58.6,5,3.1,1.8,16,37,15,1,58,Match Report,36,28,4,1,0,2,1,9,6,2,1,0,0,0,Match Report,17,11,6,6,5,11,24,45.8,13,9,2,7,9,26,19,1,Match Report,60.0,712,69,247,261,208,40,712,11,6,54.5,3,27.3,434,1811,972,24,20,9,20,8,501,57,Match Report,0,0,0,8,12,5,16,9,11,0,0,0,49,17,19,47.2,Match Report
