Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report')"
2025-01-15,20:00,Matchweek 21,Wed,Home,W,2.0,1.0,Tottenham,1.4,0.8,53.0,60287.0,Martin Ødegaard,4-3-3,4-3-3,Simon Hooper,Match Report,,1,14,4,28.6,0.07,0.25,15.2,0,0,0,1.4,1.4,0.1,-0.4,-0.4,Match Report,2,1,1,50.0,0,0.9,-0.1,0,0,0,0,7,17,41.2,23,3,43.5,34.1,8,87.5,58.1,14,2,14.3,2,29.0,Match Report,378,469,80.6,6299,2377,202,226,89.4,132,150,88.0,35,62,56.5,1,1.1,1.3,9,47,13,3,47,Match Report,24,19,2,0,2,0,1,2,1,0,0,0,0,1,Match Report,21,13,4,11,6,6,12,50.0,6,11,3,8,9,30,14,1,Match Report,53.0,574,46,128,227,228,44,574,21,9,42.9,10,47.6,379,1874,934,27,10,10,15,11,378,47,Match Report,3,0,0,16,9,3,25,9,13,0,0,0,38,14,8,63.6,Match Report
2025-01-18,17:30,Matchweek 22,Sat,Home,D,2.0,2.0,Aston Villa,1.3,1.0,66.0,60067.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,2,18,6,33.3,0.11,0.33,15.5,0,0,0,1.3,1.3,0.07,0.7,0.7,Match Report,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,3,7,42.9,21,4,28.6,29.5,3,33.3,29.0,6,0,0.0,1,21.5,Match Report,451,543,83.1,7579,2422,215,235,91.5,191,218,87.6,35,63,55.6,2,0.9,1.4,11,55,16,3,69,Match Report,31,24,2,2,2,1,0,4,4,0,0,0,0,0,Match Report,12,7,4,7,1,4,10,40.0,6,4,1,3,8,20,10,1,Match Report,66.0,648,27,89,305,256,37,648,19,7,36.8,10,52.6,386,1984,981,18,9,3,15,7,442,64,Match Report,2,0,0,10,17,3,41,8,7,0,0,0,38,15,13,53.6,Match Report
2025-01-25,15:00,Matchweek 23,Sat,Away,W,1.0,0.0,Wolves,1.0,0.7,49.0,31503.0,Gabriel Magalhães,4-3-3,3-4-3,Michael Oliver,Match Report,,1,9,3,33.3,0.11,0.33,14.8,1,0,0,1.0,1.0,0.11,0.0,0.0,Match Report,4,0,4,100.0,1,0.7,0.7,0,0,0,0,4,15,26.7,32,4,31.3,31.0,9,55.6,40.3,12,1,8.3,1,15.0,Match Report,359,451,79.6,5762,1982,179,202,88.6,152,176,86.4,21,54,38.9,0,0.7,0.6,7,33,5,3,29,Match Report,16,12,1,0,1,2,0,2,2,0,0,0,0,0,Match Report,22,11,6,9,7,12,19,63.2,7,7,1,6,8,30,15,0,Match Report,49.0,564,52,142,231,195,19,564,28,8,28.6,17,60.7,285,1617,845,21,12,5,9,10,352,29,Match Report,1,1,0,10,20,0,23,8,11,0,0,0,42,7,13,35.0,Match Report
2025-02-02,16:30,Matchweek 24,Sun,Home,W,5.0,1.0,Manchester City,1.0,0.8,46.0,60355.0,Martin Ødegaard,4-3-3,4-2-3-1,Peter Bankes,Match Report,,5,12,7,58.3,0.42,0.71,15.8,0,0,0,1.0,1.0,0.08,4.0,4.0,Match Report,4,1,3,75.0,0,1.0,0.0,0,0,0,0,5,14,35.7,36,3,27.8,26.9,4,100.0,63.3,9,0,0.0,0,3.0,Match Report,363,430,84.4,5557,1923,211,219,96.3,123,142,86.6,19,44,43.2,4,0.9,0.7,9,26,8,0,36,Match Report,17,14,1,0,0,0,2,8,8,0,0,0,0,0,Match Report,16,8,6,6,4,4,6,66.7,2,5,0,5,5,21,22,0,Match Report,46.0,509,37,159,218,139,16,509,12,9,75.0,2,16.7,336,1672,774,17,12,5,9,12,354,35,Match Report,2,0,0,6,7,3,12,5,8,0,0,0,39,6,7,46.2,Match Report
2025-02-15,12:30,Matchweek 25,Sat,Away,W,2.0,0.0,Leicester City,1.4,0.2,60.0,31968.0,Martin Ødegaard,4-3-3,4-2-3-1,Samuel Barrott,Match Report,,2,11,5,45.5,0.18,0.4,17.1,0,0,0,1.4,1.4,0.13,0.6,0.6,Match Report,2,0,2,100.0,1,0.1,0.1,0,0,0,0,3,6,50.0,33,6,12.1,21.6,4,50.0,37.5,11,2,18.2,3,17.2,Match Report,450,542,83.0,6948,2665,248,283,87.6,168,189,88.9,21,40,52.5,2,1.3,1.7,8,37,11,1,71,Match Report,19,17,0,1,0,1,0,4,4,0,0,0,0,0,Match Report,15,11,3,6,6,6,15,40.0,9,9,2,7,5,20,23,0,Match Report,60.0,650,43,164,311,183,31,650,24,14,58.3,8,33.3,403,2048,1086,23,15,11,16,15,446,70,Match Report,1,0,0,10,9,4,18,5,11,0,0,0,42,15,11,57.7,Match Report
2025-02-22,15:00,Matchweek 26,Sat,Home,L,0.0,1.0,West Ham,1.2,1.1,68.0,60262.0,Martin Ødegaard,4-3-3,5-3-2,Craig Pawson,Match Report,,0,20,2,10.0,0.0,0.0,16.2,1,0,0,1.2,1.2,0.06,-1.2,-1.2,Match Report,2,1,1,50.0,0,1.0,0.0,0,0,0,0,0,6,0.0,44,4,13.6,21.0,6,0.0,12.0,5,2,40.0,4,22.6,Match Report,600,694,86.5,9218,2604,316,351,90.0,251,273,91.9,22,48,45.8,0,1.0,1.6,17,54,22,6,78,Match Report,36,26,2,0,4,3,1,0,0,0,0,0,0,0,Match Report,12,5,5,2,5,5,11,45.5,6,5,0,5,8,20,6,0,Match Report,68.0,773,34,135,335,304,42,773,13,7,53.8,4,30.8,496,3027,1747,40,20,6,12,8,594,78,Match Report,1,1,0,16,14,2,30,8,5,0,0,0,33,17,19,47.2,Match Report
2025-02-26,19:30,Matchweek 27,Wed,Away,D,0.0,0.0,Nott'ham Forest,1.0,0.4,64.0,30200.0,Martin Ødegaard,4-3-3,4-2-3-1,Andy Madley,Match Report,,0,13,1,7.7,0.0,0.0,14.1,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Match Report,2,0,2,100.0,1,0.5,0.5,0,0,0,0,0,1,0.0,25,4,4.0,21.5,7,0.0,18.1,14,0,0.0,0,10.0,Match Report,455,544,83.6,7145,2343,244,268,91.0,179,209,85.6,23,51,45.1,0,1.0,0.9,12,44,13,2,60,Match Report,26,18,4,4,0,0,0,0,0,0,0,0,0,0,Match Report,14,9,9,3,2,4,9,44.4,5,9,3,6,5,19,24,1,Match Report,64.0,641,38,127,280,236,27,641,27,12,44.4,11,40.7,372,2128,1214,24,16,5,18,7,446,59,Match Report,1,0,0,17,9,2,27,5,9,0,0,0,35,16,14,53.3,Match Report
2025-03-09,16:30,Matchweek 28,Sun,Away,D,1.0,1.0,Manchester Utd,1.6,1.5,68.0,73812.0,Martin Ødegaard,4-3-3,3-4-3,Anthony Taylor,Match Report,,1,17,6,35.3,0.06,0.17,19.6,1,0,0,1.6,1.6,0.1,-0.6,-0.6,Match Report,6,1,5,83.3,0,1.5,0.5,0,0,0,0,0,7,0.0,32,7,18.8,26.3,5,20.0,21.0,10,1,10.0,1,15.0,Match Report,553,644,85.9,8265,2419,309,332,93.1,220,251,87.6,18,45,40.0,1,1.1,1.3,12,60,12,2,60,Match Report,32,24,3,1,2,1,1,2,1,0,1,0,0,0,Match Report,13,8,4,6,3,4,6,66.7,2,5,1,4,5,18,13,0,Match Report,68.0,737,46,111,357,275,30,737,24,9,37.5,14,58.3,453,2511,1342,35,23,7,9,13,546,60,Match Report,1,0,0,11,6,1,27,5,8,0,0,0,37,10,13,43.5,Match Report
2025-03-16,13:30,Matchweek 29,Sun,Home,W,1.0,0.0,Chelsea,0.7,0.4,42.0,60311.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,1,12,4,33.3,0.08,0.25,16.2,1,0,0,0.7,0.7,0.06,0.3,0.3,Match Report,2,0,2,100.0,1,0.2,0.2,0,0,0,0,3,15,20.0,36,5,36.1,33.2,4,50.0,36.3,7,2,28.6,6,20.6,Match Report,322,390,82.6,5397,1931,156,173,90.2,136,152,89.5,23,44,52.3,1,0.4,0.7,8,20,9,1,37,Match Report,22,17,2,1,1,1,0,2,0,1,1,0,0,0,Match Report,12,6,5,6,1,5,9,55.6,4,9,3,6,4,16,24,1,Match Report,42.0,492,36,158,194,148,26,492,16,6,37.5,7,43.8,255,1453,775,18,12,6,16,6,320,37,Match Report,3,0,0,10,13,2,15,4,6,0,0,0,35,13,8,61.9,Match Report
2025-04-01,19:45,Matchweek 30,Tue,Home,W,2.0,1.0,Fulham,2.2,1.0,51.0,60256.0,Martin Ødegaard,4-3-3,3-4-3,John Brooks,Match Report,,2,17,4,23.5,0.12,0.5,12.0,0,0,0,2.2,2.2,0.14,-0.2,-0.2,Match Report,3,1,2,66.7,0,1.0,0.0,0,0,0,0,5,13,38.5,39,6,23.1,26.3,4,100.0,60.0,12,0,0.0,2,22.8,Match Report,454,528,86.0,7483,2208,208,225,92.4,208,226,92.0,25,51,49.0,2,2.0,1.3,11,37,10,4,50,Match Report,28,19,2,2,3,2,0,3,2,0,0,1,0,0,Match Report,15,7,4,10,1,10,17,58.8,7,9,2,7,3,18,15,2,Match Report,51.0,621,33,143,302,186,37,621,16,8,50.0,8,50.0,348,2276,1308,33,16,12,14,8,446,50,Match Report,1,0,0,2,10,5,25,3,7,0,0,0,34,9,18,33.3,Match Report
2025-04-05,12:30,Matchweek 31,Sat,Away,D,1.0,1.0,Everton,1.8,1.1,69.0,39316.0,Jorginho,4-3-3,4-2-3-1,Darren England,Match Report,,1,14,4,28.6,0.07,0.25,13.3,2,0,0,1.8,1.8,0.13,-0.8,-0.8,Match Report,2,1,1,100.0,0,1.0,0.0,1,1,0,0,0,9,0.0,41,3,17.1,24.1,6,33.3,28.3,11,3,27.3,2,14.7,Match Report,415,495,83.8,7213,2116,185,196,94.4,203,222,91.4,25,52,48.1,1,1.3,0.9,10,22,9,1,43,Match Report,25,15,3,2,3,2,0,1,1,0,0,0,0,0,Match Report,22,9,11,8,3,10,17,58.8,7,5,1,4,3,25,31,0,Match Report,69.0,621,61,188,276,163,41,621,27,9,33.3,13,48.1,325,2021,1087,21,15,9,15,4,410,43,Match Report,1,0,0,13,17,1,18,3,9,0,1,0,32,17,7,70.8,Match Report
2025-04-12,17:30,Matchweek 32,Sat,Home,D,1.0,1.0,Brentford,1.0,0.2,63.0,60184.0,Jorginho,4-3-3,4-4-2,Simon Hooper,Match Report,,1,14,3,21.4,0.07,0.33,18.3,0,0,0,1.0,1.0,0.07,0.0,0.0,Match Report,2,1,1,50.0,0,0.3,-0.7,0,0,0,0,3,17,17.6,36,9,33.3,31.8,5,100.0,71.4,10,3,30.0,1,21.8,Match Report,444,526,84.4,7384,2373,208,229,90.8,204,222,91.9,26,56,46.4,1,0.9,0.9,11,42,15,2,43,Match Report,23,18,2,2,0,1,0,2,2,0,0,0,0,0,Match Report,4,2,1,2,1,3,5,60.0,2,2,0,2,7,11,14,0,Match Report,63.0,610,43,134,239,240,33,610,23,14,60.9,6,26.1,372,1873,1089,19,19,8,12,11,437,41,Match Report,1,0,0,7,9,3,21,7,2,0,0,0,33,11,14,44.0,Match Report
2025-04-20,14:00,Matchweek 33,Sun,Away,W,4.0,0.0,Ipswich Town,2.4,0.2,75.0,29549.0,Martin Ødegaard,4-3-3,4-4-1-1,Chris Kavanagh,Match Report,,4,24,7,29.2,0.17,0.57,15.2,1,0,0,2.4,2.4,0.11,1.6,1.6,Match Report,0,0,0,,1,0.0,0.0,0,0,0,0,0,1,0.0,33,1,3.0,20.6,3,0.0,13.0,3,0,0.0,5,25.3,Match Report,707,790,89.5,11341,3017,367,384,95.6,286,319,89.7,42,60,70.0,4,1.9,2.2,20,50,29,2,79,Match Report,42,37,3,0,1,1,0,7,6,0,0,1,0,0,Match Report,16,12,3,7,6,8,13,61.5,5,5,2,3,2,18,7,0,Match Report,75.0,870,33,142,315,416,68,870,8,2,25.0,5,62.5,583,2766,1517,34,21,16,9,10,703,79,Match Report,0,0,0,7,10,1,16,2,12,0,0,0,41,10,8,55.6,Match Report
2025-04-23,20:00,Matchweek 34,Wed,Home,D,2.0,2.0,Crystal Palace,1.2,1.7,67.0,60167.0,Martin Ødegaard,4-3-3,3-4-3,Michael Salisbury,Match Report,,2,12,4,33.3,0.17,0.5,15.0,0,0,0,1.2,1.2,0.1,0.8,0.8,Match Report,4,2,2,50.0,0,1.3,-0.7,0,0,0,0,2,5,40.0,36,9,13.9,22.4,8,0.0,15.4,13,1,7.7,1,11.8,Match Report,678,745,91.0,11485,2642,276,293,94.2,379,403,94.0,22,40,55.0,2,0.6,0.8,9,52,6,1,46,Match Report,21,14,3,0,2,2,0,4,2,1,0,0,1,0,Match Report,7,5,2,4,1,3,10,30.0,7,11,5,6,8,15,19,3,Match Report,67.0,834,52,200,480,157,23,834,11,4,36.4,5,45.5,544,2963,1684,16,17,4,12,11,678,46,Match Report,1,0,0,4,6,1,14,8,5,0,0,0,33,1,9,10.0,Match Report
2025-05-03,17:30,Matchweek 35,Sat,Home,L,1.0,2.0,Bournemouth,1.4,0.9,51.0,60110.0,Martin Ødegaard,4-3-3,4-2-3-1,Jarred Gillett,Match Report,,1,13,4,30.8,0.08,0.25,14.1,1,0,0,1.4,1.4,0.11,-0.4,-0.4,Match Report,2,2,0,0.0,0,1.5,-0.5,0,0,0,0,6,17,35.3,44,5,34.1,29.7,7,28.6,26.6,12,0,0.0,1,39.0,Match Report,380,457,83.2,6020,2099,195,211,92.4,158,179,88.3,16,41,39.0,1,0.9,1.1,8,25,9,0,40,Match Report,23,19,1,2,0,1,0,2,1,0,1,0,0,0,Match Report,12,9,6,4,2,6,13,46.2,7,11,2,9,8,20,16,1,Match Report,51.0,554,49,182,243,136,28,554,19,10,52.6,8,42.1,332,1835,1005,22,13,8,18,4,378,39,Match Report,0,0,0,7,16,3,8,8,9,0,0,0,36,9,9,50.0,Match Report
2025-05-11,16:30,Matchweek 36,Sun,Away,D,2.0,2.0,Liverpool,2.6,2.4,55.0,60324.0,Martin Ødegaard,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,2,15,6,40.0,0.13,0.33,15.5,0,0,0,2.6,2.6,0.17,-0.6,-0.6,Match Report,5,2,3,60.0,0,2.7,0.7,0,0,0,0,6,23,26.1,41,7,36.6,33.3,13,61.5,42.2,8,1,12.5,2,17.8,Match Report,402,478,84.1,6422,2192,208,220,94.5,153,173,88.4,26,54,48.1,1,1.3,1.0,11,29,12,2,43,Match Report,25,17,1,3,1,2,1,3,2,0,0,1,0,0,Match Report,20,12,7,6,7,10,12,83.3,2,7,1,6,5,25,18,1,Match Report,55.0,582,64,183,230,175,32,582,17,8,47.1,7,41.2,391,2040,1213,29,15,4,15,9,397,42,Match Report,3,1,1,10,13,1,14,5,12,0,0,0,38,4,8,33.3,Match Report
2025-05-18,16:30,Matchweek 37,Sun,Home,W,1.0,0.0,Newcastle Utd,0.6,1.5,51.0,60160.0,Martin Ødegaard,4-3-3,3-4-3,Simon Hooper,Match Report,,1,12,4,33.3,0.08,0.25,18.1,0,0,0,0.6,0.6,0.05,0.4,0.4,Match Report,5,0,5,100.0,1,1.4,1.4,0,0,0,0,6,21,28.6,31,6,58.1,42.2,3,100.0,64.7,18,3,16.7,2,15.1,Match Report,363,447,81.2,5912,1974,191,212,90.1,144,161,89.4,21,54,38.9,1,0.6,0.6,12,35,8,2,26,Match Report,23,18,2,1,2,0,0,2,2,0,0,0,0,0,Match Report,17,9,10,4,3,7,11,63.6,4,11,5,6,6,23,34,4,Match Report,51.0,574,72,174,217,185,31,574,16,8,50.0,7,43.8,371,2159,1047,24,21,10,16,13,353,26,Match Report,3,0,0,9,9,0,15,6,9,0,0,0,47,15,18,45.5,Match Report
2025-05-25,16:00,Matchweek 38,Sun,Away,W,2.0,1.0,Southampton,2.3,0.6,62.0,31289.0,Declan Rice,4-2-3-1,5-4-1,Darren Bond,Match Report,,2,23,7,30.4,0.09,0.29,15.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3,Match Report,2,1,1,50.0,0,0.8,-0.2,0,0,0,0,1,4,25.0,16,4,25.0,30.6,1,0.0,8.0,8,2,25.0,1,16.4,Match Report,509,581,87.6,7757,2017,273,293,93.2,199,220,90.5,21,39,53.8,2,2.1,2.2,20,55,15,5,62,Match Report,43,31,2,5,5,0,0,4,3,0,1,0,0,0,Match Report,18,4,2,8,8,7,21,33.3,14,9,3,6,2,20,25,1,Match Report,62.0,693,39,104,255,337,34,693,20,10,50.0,7,35.0,418,2136,1069,22,21,5,9,11,502,62,Match Report,0,0,0,8,7,1,29,2,4,0,0,0,38,14,13,51.9,Match Report
