Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report').1"
2025-04-12,17:30,Matchweek 32,Sat,Home,D,1.0,1.0,Brentford,1.0,0.2,63.0,60184.0,Jorginho,4-3-3,4-4-2,Simon Hooper,Match Report,,1.0,14.0,3.0,21.4,0.07,0.33,18.3,0.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0,Match Report,2.0,1.0,1.0,50.0,0.0,0.3,-0.7,0.0,0.0,0.0,0.0,3.0,17.0,17.6,36.0,9.0,33.3,31.8,5.0,100.0,71.4,10.0,3.0,30.0,1.0,21.8,Match Report,444.0,526.0,84.4,7384.0,2373.0,208.0,229.0,90.8,204.0,222.0,91.9,26.0,56.0,46.4,1.0,0.9,0.9,11.0,42.0,15.0,2.0,43.0,Match Report,23.0,18.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,4.0,2.0,1.0,2.0,1.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,7.0,11.0,14.0,0.0,Match Report,63.0,610.0,43.0,134.0,239.0,240.0,33.0,610.0,23.0,14.0,60.9,6.0,26.1,372.0,1873.0,1089.0,19.0,19.0,8.0,12.0,11.0,437.0,41.0,Match Report,1.0,0.0,0.0,7.0,9.0,3.0,21.0,7.0,2.0,0.0,0.0,0.0,33.0,11.0,14.0,44.0,Match Report
2025-04-05,12:30,Matchweek 31,Sat,Away,D,1.0,1.0,Everton,1.8,1.1,69.0,39316.0,Jorginho,4-3-3,4-2-3-1,Darren England,Match Report,,1.0,14.0,4.0,28.6,0.07,0.25,13.3,2.0,0.0,0.0,1.8,1.8,0.13,-0.8,-0.8,Match Report,2.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,41.0,3.0,17.1,24.1,6.0,33.3,28.3,11.0,3.0,27.3,2.0,14.7,Match Report,415.0,495.0,83.8,7213.0,2116.0,185.0,196.0,94.4,203.0,222.0,91.4,25.0,52.0,48.1,1.0,1.3,0.9,10.0,22.0,9.0,1.0,43.0,Match Report,25.0,15.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Match Report,22.0,9.0,11.0,8.0,3.0,10.0,17.0,58.8,7.0,5.0,1.0,4.0,3.0,25.0,31.0,0.0,Match Report,69.0,621.0,61.0,188.0,276.0,163.0,41.0,621.0,27.0,9.0,33.3,13.0,48.1,325.0,2021.0,1087.0,21.0,15.0,9.0,15.0,4.0,410.0,43.0,Match Report,1.0,0.0,0.0,13.0,17.0,1.0,18.0,3.0,9.0,0.0,1.0,0.0,32.0,17.0,7.0,70.8,Match Report
2025-04-01,19:45,Matchweek 30,Tue,Home,W,2.0,1.0,Fulham,2.2,1.0,51.0,60256.0,Martin Ødegaard,4-3-3,3-4-3,John Brooks,Match Report,,2.0,17.0,4.0,23.5,0.12,0.5,12.0,0.0,0.0,0.0,2.2,2.2,0.14,-0.2,-0.2,Match Report,3.0,1.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,38.5,39.0,6.0,23.1,26.3,4.0,100.0,60.0,12.0,0.0,0.0,2.0,22.8,Match Report,454.0,528.0,86.0,7483.0,2208.0,208.0,225.0,92.4,208.0,226.0,92.0,25.0,51.0,49.0,2.0,2.0,1.3,11.0,37.0,10.0,4.0,50.0,Match Report,28.0,19.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Match Report,15.0,7.0,4.0,10.0,1.0,10.0,17.0,58.8,7.0,9.0,2.0,7.0,3.0,18.0,15.0,2.0,Match Report,51.0,621.0,33.0,143.0,302.0,186.0,37.0,621.0,16.0,8.0,50.0,8.0,50.0,348.0,2276.0,1308.0,33.0,16.0,12.0,14.0,8.0,446.0,50.0,Match Report,1.0,0.0,0.0,2.0,10.0,5.0,25.0,3.0,7.0,0.0,0.0,0.0,34.0,9.0,18.0,33.3,Match Report
2025-03-16,13:30,Matchweek 29,Sun,Home,W,1.0,0.0,Chelsea,0.7,0.4,42.0,60311.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,1.0,12.0,4.0,33.3,0.08,0.25,16.2,1.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,Match Report,2.0,0.0,2.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,15.0,20.0,36.0,5.0,36.1,33.2,4.0,50.0,36.3,7.0,2.0,28.6,6.0,20.6,Match Report,322.0,390.0,82.6,5397.0,1931.0,156.0,173.0,90.2,136.0,152.0,89.5,23.0,44.0,52.3,1.0,0.4,0.7,8.0,20.0,9.0,1.0,37.0,Match Report,22.0,17.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,Match Report,12.0,6.0,5.0,6.0,1.0,5.0,9.0,55.6,4.0,9.0,3.0,6.0,4.0,16.0,24.0,1.0,Match Report,42.0,492.0,36.0,158.0,194.0,148.0,26.0,492.0,16.0,6.0,37.5,7.0,43.8,255.0,1453.0,775.0,18.0,12.0,6.0,16.0,6.0,320.0,37.0,Match Report,3.0,0.0,0.0,10.0,13.0,2.0,15.0,4.0,6.0,0.0,0.0,0.0,35.0,13.0,8.0,61.9,Match Report
2025-03-09,16:30,Matchweek 28,Sun,Away,D,1.0,1.0,Manchester Utd,1.6,1.5,68.0,73812.0,Martin Ødegaard,4-3-3,3-4-3,Anthony Taylor,Match Report,,1.0,17.0,6.0,35.3,0.06,0.17,19.6,1.0,0.0,0.0,1.6,1.6,0.1,-0.6,-0.6,Match Report,6.0,1.0,5.0,83.3,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,32.0,7.0,18.8,26.3,5.0,20.0,21.0,10.0,1.0,10.0,1.0,15.0,Match Report,553.0,644.0,85.9,8265.0,2419.0,309.0,332.0,93.1,220.0,251.0,87.6,18.0,45.0,40.0,1.0,1.1,1.3,12.0,60.0,12.0,2.0,60.0,Match Report,32.0,24.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Match Report,13.0,8.0,4.0,6.0,3.0,4.0,6.0,66.7,2.0,5.0,1.0,4.0,5.0,18.0,13.0,0.0,Match Report,68.0,737.0,46.0,111.0,357.0,275.0,30.0,737.0,24.0,9.0,37.5,14.0,58.3,453.0,2511.0,1342.0,35.0,23.0,7.0,9.0,13.0,546.0,60.0,Match Report,1.0,0.0,0.0,11.0,6.0,1.0,27.0,5.0,8.0,0.0,0.0,0.0,37.0,10.0,13.0,43.5,Match Report
2025-02-26,19:30,Matchweek 27,Wed,Away,D,0.0,0.0,Nott'ham Forest,1.0,0.4,64.0,30200.0,Martin Ødegaard,4-3-3,4-2-3-1,Andy Madley,Match Report,,0.0,13.0,1.0,7.7,0.0,0.0,14.1,0.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0,Match Report,2.0,0.0,2.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0,4.0,21.5,7.0,0.0,18.1,14.0,0.0,0.0,0.0,10.0,Match Report,455.0,544.0,83.6,7145.0,2343.0,244.0,268.0,91.0,179.0,209.0,85.6,23.0,51.0,45.1,0.0,1.0,0.9,12.0,44.0,13.0,2.0,60.0,Match Report,26.0,18.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,14.0,9.0,9.0,3.0,2.0,4.0,9.0,44.4,5.0,9.0,3.0,6.0,5.0,19.0,24.0,1.0,Match Report,64.0,641.0,38.0,127.0,280.0,236.0,27.0,641.0,27.0,12.0,44.4,11.0,40.7,372.0,2128.0,1214.0,24.0,16.0,5.0,18.0,7.0,446.0,59.0,Match Report,1.0,0.0,0.0,17.0,9.0,2.0,27.0,5.0,9.0,0.0,0.0,0.0,35.0,16.0,14.0,53.3,Match Report
2025-02-22,15:00,Matchweek 26,Sat,Home,L,0.0,1.0,West Ham,1.2,1.1,68.0,60262.0,Martin Ødegaard,4-3-3,5-3-2,Craig Pawson,Match Report,,0.0,20.0,2.0,10.0,0.0,0.0,16.2,1.0,0.0,0.0,1.2,1.2,0.06,-1.2,-1.2,Match Report,2.0,1.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,44.0,4.0,13.6,21.0,6.0,0.0,12.0,5.0,2.0,40.0,4.0,22.6,Match Report,600.0,694.0,86.5,9218.0,2604.0,316.0,351.0,90.0,251.0,273.0,91.9,22.0,48.0,45.8,0.0,1.0,1.6,17.0,54.0,22.0,6.0,78.0,Match Report,36.0,26.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,12.0,5.0,5.0,2.0,5.0,5.0,11.0,45.5,6.0,5.0,0.0,5.0,8.0,20.0,6.0,0.0,Match Report,68.0,773.0,34.0,135.0,335.0,304.0,42.0,773.0,13.0,7.0,53.8,4.0,30.8,496.0,3027.0,1747.0,40.0,20.0,6.0,12.0,8.0,594.0,78.0,Match Report,1.0,1.0,0.0,16.0,14.0,2.0,30.0,8.0,5.0,0.0,0.0,0.0,33.0,17.0,19.0,47.2,Match Report
2025-02-15,12:30,Matchweek 25,Sat,Away,W,2.0,0.0,Leicester City,1.4,0.2,60.0,31968.0,Martin Ødegaard,4-3-3,4-2-3-1,Samuel Barrott,Match Report,,2.0,11.0,5.0,45.5,0.18,0.4,17.1,0.0,0.0,0.0,1.4,1.4,0.13,0.6,0.6,Match Report,2.0,0.0,2.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,3.0,6.0,50.0,33.0,6.0,12.1,21.6,4.0,50.0,37.5,11.0,2.0,18.2,3.0,17.2,Match Report,450.0,542.0,83.0,6948.0,2665.0,248.0,283.0,87.6,168.0,189.0,88.9,21.0,40.0,52.5,2.0,1.3,1.7,8.0,37.0,11.0,1.0,71.0,Match Report,19.0,17.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,15.0,11.0,3.0,6.0,6.0,6.0,15.0,40.0,9.0,9.0,2.0,7.0,5.0,20.0,23.0,0.0,Match Report,60.0,650.0,43.0,164.0,311.0,183.0,31.0,650.0,24.0,14.0,58.3,8.0,33.3,403.0,2048.0,1086.0,23.0,15.0,11.0,16.0,15.0,446.0,70.0,Match Report,1.0,0.0,0.0,10.0,9.0,4.0,18.0,5.0,11.0,0.0,0.0,0.0,42.0,15.0,11.0,57.7,Match Report
2025-02-02,16:30,Matchweek 24,Sun,Home,W,5.0,1.0,Manchester City,1.0,0.8,46.0,60355.0,Martin Ødegaard,4-3-3,4-2-3-1,Peter Bankes,Match Report,,5.0,12.0,7.0,58.3,0.42,0.71,15.8,0.0,0.0,0.0,1.0,1.0,0.08,4.0,4.0,Match Report,4.0,1.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,35.7,36.0,3.0,27.8,26.9,4.0,100.0,63.3,9.0,0.0,0.0,0.0,3.0,Match Report,363.0,430.0,84.4,5557.0,1923.0,211.0,219.0,96.3,123.0,142.0,86.6,19.0,44.0,43.2,4.0,0.9,0.7,9.0,26.0,8.0,0.0,36.0,Match Report,17.0,14.0,1.0,0.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,Match Report,16.0,8.0,6.0,6.0,4.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,5.0,21.0,22.0,0.0,Match Report,46.0,509.0,37.0,159.0,218.0,139.0,16.0,509.0,12.0,9.0,75.0,2.0,16.7,336.0,1672.0,774.0,17.0,12.0,5.0,9.0,12.0,354.0,35.0,Match Report,2.0,0.0,0.0,6.0,7.0,3.0,12.0,5.0,8.0,0.0,0.0,0.0,39.0,6.0,7.0,46.2,Match Report
2025-01-25,15:00,Matchweek 23,Sat,Away,W,1.0,0.0,Wolves,1.0,0.7,49.0,31503.0,Gabriel Magalhães,4-3-3,3-4-3,Michael Oliver,Match Report,,1.0,9.0,3.0,33.3,0.11,0.33,14.8,1.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0,Match Report,4.0,0.0,4.0,100.0,1.0,0.7,0.7,0.0,0.0,0.0,0.0,4.0,15.0,26.7,32.0,4.0,31.3,31.0,9.0,55.6,40.3,12.0,1.0,8.3,1.0,15.0,Match Report,359.0,451.0,79.6,5762.0,1982.0,179.0,202.0,88.6,152.0,176.0,86.4,21.0,54.0,38.9,0.0,0.7,0.6,7.0,33.0,5.0,3.0,29.0,Match Report,16.0,12.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,22.0,11.0,6.0,9.0,7.0,12.0,19.0,63.2,7.0,7.0,1.0,6.0,8.0,30.0,15.0,0.0,Match Report,49.0,564.0,52.0,142.0,231.0,195.0,19.0,564.0,28.0,8.0,28.6,17.0,60.7,285.0,1617.0,845.0,21.0,12.0,5.0,9.0,10.0,352.0,29.0,Match Report,1.0,1.0,0.0,10.0,20.0,0.0,23.0,8.0,11.0,0.0,0.0,0.0,42.0,7.0,13.0,35.0,Match Report
2025-01-18,17:30,Matchweek 22,Sat,Home,D,2.0,2.0,Aston Villa,1.3,1.0,66.0,60067.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,2.0,18.0,6.0,33.3,0.11,0.33,15.5,0.0,0.0,0.0,1.3,1.3,0.07,0.7,0.7,Match Report,4.0,2.0,2.0,50.0,0.0,1.5,-0.5,0.0,0.0,0.0,0.0,3.0,7.0,42.9,21.0,4.0,28.6,29.5,3.0,33.3,29.0,6.0,0.0,0.0,1.0,21.5,Match Report,451.0,543.0,83.1,7579.0,2422.0,215.0,235.0,91.5,191.0,218.0,87.6,35.0,63.0,55.6,2.0,0.9,1.4,11.0,55.0,16.0,3.0,69.0,Match Report,31.0,24.0,2.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,12.0,7.0,4.0,7.0,1.0,4.0,10.0,40.0,6.0,4.0,1.0,3.0,8.0,20.0,10.0,1.0,Match Report,66.0,648.0,27.0,89.0,305.0,256.0,37.0,648.0,19.0,7.0,36.8,10.0,52.6,386.0,1984.0,981.0,18.0,9.0,3.0,15.0,7.0,442.0,64.0,Match Report,2.0,0.0,0.0,10.0,17.0,3.0,41.0,8.0,7.0,0.0,0.0,0.0,38.0,15.0,13.0,53.6,Match Report
2025-01-15,20:00,Matchweek 21,Wed,Home,W,2.0,1.0,Tottenham,1.4,0.8,53.0,60287.0,Martin Ødegaard,4-3-3,4-3-3,Simon Hooper,Match Report,,1.0,14.0,4.0,28.6,0.07,0.25,15.2,0.0,0.0,0.0,1.4,1.4,0.1,-0.4,-0.4,Match Report,2.0,1.0,1.0,50.0,0.0,0.9,-0.1,0.0,0.0,0.0,0.0,7.0,17.0,41.2,23.0,3.0,43.5,34.1,8.0,87.5,58.1,14.0,2.0,14.3,2.0,29.0,Match Report,378.0,469.0,80.6,6299.0,2377.0,202.0,226.0,89.4,132.0,150.0,88.0,35.0,62.0,56.5,1.0,1.1,1.3,9.0,47.0,13.0,3.0,47.0,Match Report,24.0,19.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Match Report,21.0,13.0,4.0,11.0,6.0,6.0,12.0,50.0,6.0,11.0,3.0,8.0,9.0,30.0,14.0,1.0,Match Report,53.0,574.0,46.0,128.0,227.0,228.0,44.0,574.0,21.0,9.0,42.9,10.0,47.6,379.0,1874.0,934.0,27.0,10.0,10.0,15.0,11.0,378.0,47.0,Match Report,3.0,0.0,0.0,16.0,9.0,3.0,25.0,9.0,13.0,0.0,0.0,0.0,38.0,14.0,8.0,63.6,Match Report
2025-01-04,17:30,Matchweek 20,Sat,Away,D,1.0,1.0,Brighton,0.9,1.5,55.0,31714.0,Jorginho,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,1.0,9.0,3.0,33.3,0.11,0.33,15.3,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,Match Report,4.0,1.0,3.0,100.0,0.0,1.9,0.9,1.0,1.0,0.0,0.0,3.0,14.0,21.4,47.0,8.0,29.8,31.4,5.0,0.0,14.2,8.0,0.0,0.0,0.0,8.0,Match Report,473.0,555.0,85.2,7791.0,2702.0,248.0,263.0,94.3,187.0,207.0,90.3,35.0,64.0,54.7,1.0,0.9,0.9,9.0,39.0,7.0,0.0,39.0,Match Report,18.0,12.0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,14.0,7.0,7.0,6.0,1.0,9.0,21.0,42.9,12.0,4.0,3.0,1.0,5.0,19.0,9.0,1.0,Match Report,55.0,638.0,63.0,236.0,263.0,142.0,22.0,638.0,15.0,7.0,46.7,6.0,40.0,378.0,1836.0,878.0,24.0,7.0,8.0,17.0,5.0,468.0,38.0,Match Report,3.0,0.0,0.0,14.0,17.0,3.0,15.0,5.0,7.0,0.0,1.0,0.0,42.0,12.0,12.0,50.0,Match Report
2025-01-01,17:30,Matchweek 19,Wed,Away,W,3.0,1.0,Brentford,1.9,0.3,50.0,47190.0,Martin Ødegaard,4-3-3,4-3-1-2,Peter Bankes,Match Report,,3.0,14.0,4.0,28.6,0.21,0.75,14.7,0.0,0.0,0.0,1.9,1.9,0.14,1.1,1.1,Match Report,2.0,1.0,1.0,50.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,4.0,16.0,25.0,29.0,7.0,41.4,36.4,6.0,66.7,47.5,11.0,2.0,18.2,0.0,7.0,Match Report,407.0,506.0,80.4,6337.0,2154.0,228.0,251.0,90.8,151.0,183.0,82.5,21.0,50.0,42.0,0.0,0.7,1.5,10.0,35.0,20.0,3.0,59.0,Match Report,24.0,20.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,Match Report,16.0,9.0,5.0,10.0,1.0,7.0,11.0,63.6,4.0,6.0,1.0,5.0,6.0,22.0,23.0,0.0,Match Report,50.0,601.0,44.0,158.0,208.0,236.0,43.0,601.0,14.0,8.0,57.1,5.0,35.7,360.0,1795.0,978.0,16.0,14.0,5.0,10.0,5.0,402.0,58.0,Match Report,2.0,0.0,0.0,8.0,6.0,6.0,20.0,6.0,9.0,0.0,0.0,0.0,48.0,18.0,12.0,60.0,Match Report
2024-12-27,20:15,Matchweek 18,Fri,Home,W,1.0,0.0,Ipswich Town,1.8,0.2,68.0,60271.0,Martin Ødegaard,4-3-3,5-4-1,Darren England,Match Report,,1.0,13.0,5.0,38.5,0.08,0.2,15.7,1.0,0.0,0.0,1.8,1.8,0.14,-0.8,-0.8,Match Report,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,29.0,2.0,34.5,29.8,1.0,0.0,18.0,6.0,2.0,33.3,0.0,2.5,Match Report,624.0,707.0,88.3,9566.0,2226.0,334.0,361.0,92.5,250.0,268.0,93.3,23.0,47.0,48.9,1.0,1.8,1.3,12.0,45.0,9.0,1.0,39.0,Match Report,26.0,21.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,24.0,13.0,7.0,10.0,7.0,7.0,13.0,53.8,6.0,10.0,3.0,7.0,4.0,28.0,14.0,0.0,Match Report,68.0,809.0,38.0,153.0,369.0,289.0,40.0,809.0,20.0,7.0,35.0,9.0,45.0,509.0,2186.0,1135.0,17.0,22.0,8.0,9.0,9.0,621.0,39.0,Match Report,1.0,0.0,0.0,7.0,10.0,1.0,18.0,4.0,13.0,0.0,0.0,0.0,36.0,13.0,14.0,48.1,Match Report
2024-12-21,17:30,Matchweek 17,Sat,Away,W,5.0,1.0,Crystal Palace,2.5,1.6,58.0,25167.0,Martin Ødegaard,4-3-3,3-4-3,Simon Hooper,Match Report,,5.0,14.0,6.0,42.9,0.36,0.83,11.5,0.0,0.0,0.0,2.5,2.5,0.21,2.5,2.5,Match Report,6.0,1.0,5.0,83.3,0.0,1.7,0.7,0.0,0.0,0.0,0.0,6.0,21.0,28.6,49.0,3.0,36.7,31.9,5.0,60.0,48.8,11.0,2.0,18.2,1.0,11.8,Match Report,509.0,593.0,85.8,8718.0,2408.0,236.0,258.0,91.5,234.0,255.0,91.8,34.0,58.0,58.6,4.0,2.0,1.2,11.0,28.0,8.0,4.0,30.0,Match Report,24.0,17.0,2.0,1.0,4.0,0.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,Match Report,14.0,10.0,4.0,9.0,1.0,3.0,7.0,42.9,4.0,10.0,3.0,7.0,11.0,25.0,16.0,3.0,Match Report,58.0,710.0,64.0,212.0,336.0,166.0,31.0,710.0,25.0,8.0,32.0,14.0,56.0,376.0,1982.0,929.0,19.0,12.0,5.0,17.0,11.0,504.0,29.0,Match Report,2.0,0.0,0.0,8.0,8.0,0.0,17.0,11.0,10.0,0.0,0.0,0.0,33.0,19.0,13.0,59.4,Match Report
2024-12-14,15:00,Matchweek 16,Sat,Home,D,0.0,0.0,Everton,1.2,0.1,76.0,60176.0,Martin Ødegaard,4-3-3,4-3-3,Craig Pawson,Match Report,,0.0,13.0,5.0,38.5,0.0,0.0,13.0,0.0,0.0,0.0,1.2,1.2,0.09,-1.2,-1.2,Match Report,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,6.0,3.4,20.6,1.0,0.0,14.0,8.0,1.0,12.5,3.0,23.2,Match Report,666.0,746.0,89.3,10614.0,2982.0,342.0,367.0,93.2,277.0,293.0,94.5,37.0,66.0,56.1,0.0,1.2,1.7,13.0,62.0,12.0,4.0,77.0,Match Report,25.0,21.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,18.0,10.0,7.0,7.0,4.0,7.0,17.0,41.2,10.0,5.0,2.0,3.0,0.0,18.0,7.0,0.0,Match Report,76.0,847.0,30.0,157.0,397.0,300.0,46.0,847.0,29.0,13.0,44.8,13.0,44.8,576.0,2903.0,1729.0,31.0,18.0,6.0,18.0,16.0,665.0,77.0,Match Report,0.0,0.0,0.0,6.0,9.0,5.0,28.0,0.0,10.0,0.0,0.0,0.0,47.0,14.0,9.0,60.9,Match Report
