Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report').1"
2024-12-08,14:00,Matchweek 15,Sun,Away,D,1.0,1.0,Fulham,1.8,0.2,66.0,26954.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,1.0,12.0,4.0,33.3,0.08,0.25,12.2,0.0,0.0,0.0,1.8,1.8,0.17,-0.8,-0.8,Match Report,2.0,1.0,1.0,50.0,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,2.0,3.0,66.7,22.0,4.0,13.6,21.7,2.0,0.0,13.0,9.0,1.0,11.1,3.0,21.2,Match Report,556.0,650.0,85.5,8841.0,2587.0,296.0,315.0,94.0,211.0,240.0,87.9,34.0,62.0,54.8,1.0,1.9,1.3,9.0,46.0,16.0,1.0,71.0,Match Report,22.0,13.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Match Report,9.0,6.0,1.0,5.0,3.0,3.0,8.0,37.5,5.0,7.0,0.0,7.0,6.0,15.0,11.0,0.0,Match Report,66.0,744.0,26.0,105.0,399.0,244.0,35.0,744.0,25.0,8.0,32.0,14.0,56.0,419.0,2409.0,1293.0,29.0,13.0,7.0,12.0,13.0,552.0,69.0,Match Report,2.0,0.0,0.0,9.0,9.0,3.0,33.0,6.0,6.0,0.0,0.0,0.0,51.0,10.0,6.0,62.5,Match Report
2024-12-04,20:15,Matchweek 14,Wed,Home,W,2.0,0.0,Manchester Utd,2.1,0.2,51.0,60256.0,Martin Ødegaard,4-3-3,3-4-3,Samuel Barrott,Match Report,,2.0,14.0,6.0,42.9,0.14,0.33,11.0,0.0,0.0,0.0,2.1,2.1,0.15,-0.1,-0.1,Match Report,2.0,0.0,2.0,100.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,3.0,9.0,33.3,43.0,4.0,18.6,25.6,4.0,25.0,27.5,4.0,0.0,0.0,2.0,28.0,Match Report,425.0,508.0,83.7,7023.0,2233.0,222.0,239.0,92.9,155.0,173.0,89.6,38.0,72.0,52.8,2.0,1.8,1.4,10.0,26.0,7.0,1.0,27.0,Match Report,20.0,11.0,4.0,2.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,Match Report,15.0,11.0,3.0,9.0,3.0,6.0,14.0,42.9,8.0,5.0,0.0,5.0,3.0,18.0,9.0,1.0,Match Report,51.0,588.0,44.0,177.0,263.0,151.0,33.0,588.0,17.0,7.0,41.2,10.0,58.8,334.0,1693.0,805.0,15.0,11.0,7.0,10.0,9.0,424.0,27.0,Match Report,1.0,0.0,0.0,12.0,8.0,2.0,23.0,3.0,11.0,0.0,0.0,0.0,40.0,12.0,9.0,57.1,Match Report
2024-11-30,17:30,Matchweek 13,Sat,Away,W,5.0,2.0,West Ham,3.5,1.5,60.0,62475.0,Martin Ødegaard,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,5.0,14.0,5.0,35.7,0.21,0.6,15.4,1.0,2.0,2.0,3.5,2.0,0.14,1.5,1.0,Match Report,5.0,2.0,3.0,60.0,0.0,2.3,0.3,0.0,0.0,0.0,0.0,5.0,19.0,26.3,40.0,4.0,42.5,36.1,4.0,50.0,34.5,7.0,0.0,0.0,1.0,28.0,Match Report,425.0,526.0,80.8,7104.0,2264.0,216.0,242.0,89.3,160.0,193.0,82.9,38.0,61.0,62.3,3.0,1.9,1.9,12.0,33.0,9.0,1.0,49.0,Match Report,29.0,18.0,5.0,1.0,0.0,4.0,1.0,10.0,5.0,2.0,1.0,0.0,2.0,0.0,Match Report,17.0,6.0,12.0,5.0,0.0,8.0,13.0,61.5,5.0,5.0,4.0,1.0,6.0,23.0,14.0,1.0,Match Report,60.0,621.0,45.0,175.0,264.0,187.0,31.0,619.0,17.0,5.0,29.4,8.0,47.1,373.0,2087.0,1066.0,26.0,18.0,11.0,10.0,14.0,421.0,49.0,Match Report,1.0,0.0,0.0,13.0,10.0,1.0,19.0,6.0,6.0,2.0,0.0,0.0,39.0,10.0,17.0,37.0,Match Report
2024-11-23,15:00,Matchweek 12,Sat,Home,W,3.0,0.0,Nott'ham Forest,1.2,0.3,66.0,60298.0,Martin Ødegaard,4-3-3,4-2-3-1,Simon Hooper,Match Report,,3.0,19.0,6.0,31.6,0.16,0.5,17.7,0.0,0.0,0.0,1.2,1.2,0.06,1.8,1.8,Match Report,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.3,33.0,7.0,18.2,26.8,6.0,16.7,25.8,11.0,1.0,9.1,3.0,19.8,Match Report,560.0,631.0,88.7,8941.0,2827.0,277.0,294.0,94.2,246.0,266.0,92.5,29.0,50.0,58.0,3.0,1.2,0.8,18.0,46.0,20.0,2.0,64.0,Match Report,37.0,31.0,1.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,Match Report,15.0,13.0,5.0,8.0,2.0,6.0,10.0,60.0,4.0,6.0,1.0,5.0,4.0,19.0,13.0,0.0,Match Report,66.0,730.0,48.0,202.0,327.0,210.0,48.0,730.0,19.0,8.0,42.1,10.0,52.6,448.0,2282.0,1365.0,27.0,17.0,6.0,12.0,6.0,552.0,63.0,Match Report,3.0,0.0,0.0,10.0,11.0,4.0,18.0,4.0,13.0,0.0,0.0,0.0,31.0,11.0,14.0,44.0,Match Report
2024-11-10,16:30,Matchweek 11,Sun,Away,D,1.0,1.0,Chelsea,1.5,1.5,51.0,39780.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,1.0,13.0,3.0,23.1,0.08,0.33,16.3,0.0,0.0,0.0,1.5,1.5,0.12,-0.5,-0.5,Match Report,3.0,1.0,2.0,66.7,0.0,0.3,-0.7,0.0,0.0,0.0,0.0,6.0,9.0,66.7,34.0,7.0,26.5,25.2,7.0,0.0,13.3,10.0,4.0,40.0,6.0,17.3,Match Report,400.0,474.0,84.4,6174.0,2177.0,225.0,241.0,93.4,144.0,167.0,86.2,24.0,45.0,53.3,1.0,1.2,1.2,10.0,39.0,5.0,1.0,39.0,Match Report,21.0,17.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,13.0,6.0,4.0,6.0,3.0,5.0,12.0,41.7,7.0,14.0,8.0,6.0,6.0,19.0,16.0,1.0,Match Report,51.0,564.0,59.0,155.0,272.0,141.0,18.0,564.0,16.0,8.0,50.0,3.0,18.8,347.0,1626.0,869.0,13.0,13.0,3.0,10.0,16.0,397.0,38.0,Match Report,2.0,0.0,0.0,12.0,12.0,7.0,17.0,6.0,6.0,0.0,0.0,0.0,34.0,10.0,9.0,52.6,Match Report
2024-11-02,12:30,Matchweek 10,Sat,Away,L,0.0,1.0,Newcastle Utd,1.1,0.5,63.0,52249.0,Bukayo Saka,4-4-2,4-3-3,John Brooks,Match Report,,0.0,10.0,0.0,0.0,0.0,,14.9,0.0,0.0,0.0,1.1,1.1,0.11,-1.1,-1.1,Match Report,4.0,1.0,3.0,75.0,0.0,1.3,0.3,0.0,0.0,0.0,0.0,3.0,10.0,30.0,31.0,8.0,32.3,31.0,1.0,0.0,17.0,11.0,2.0,18.2,3.0,18.7,Match Report,463.0,554.0,83.6,7662.0,2338.0,220.0,242.0,90.9,198.0,222.0,89.2,33.0,64.0,51.6,0.0,1.1,1.7,9.0,38.0,13.0,3.0,55.0,Match Report,19.0,13.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,17.0,10.0,5.0,8.0,4.0,3.0,9.0,33.3,6.0,16.0,3.0,13.0,6.0,23.0,18.0,0.0,Match Report,63.0,659.0,45.0,159.0,293.0,213.0,29.0,659.0,17.0,3.0,17.6,10.0,58.8,372.0,2036.0,1022.0,15.0,17.0,5.0,13.0,13.0,460.0,55.0,Match Report,4.0,0.0,0.0,18.0,16.0,0.0,27.0,6.0,10.0,0.0,0.0,0.0,43.0,14.0,18.0,43.8,Match Report
2024-10-27,16:30,Matchweek 9,Sun,Home,D,2.0,2.0,Liverpool,0.9,0.8,45.0,60383.0,Bukayo Saka,4-4-2,4-2-3-1,Anthony Taylor,Match Report,,2.0,9.0,3.0,33.3,0.22,0.67,14.1,0.0,0.0,0.0,0.9,0.9,0.1,1.1,1.1,Match Report,4.0,2.0,2.0,50.0,0.0,1.8,-0.2,0.0,0.0,0.0,0.0,9.0,18.0,50.0,33.0,2.0,48.5,37.2,6.0,33.3,28.3,21.0,1.0,4.8,0.0,6.5,Match Report,320.0,415.0,77.1,5610.0,2004.0,163.0,188.0,86.7,128.0,159.0,80.5,28.0,54.0,51.9,2.0,0.9,1.2,8.0,24.0,8.0,1.0,39.0,Match Report,17.0,10.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,Match Report,17.0,11.0,6.0,7.0,4.0,4.0,13.0,30.8,9.0,10.0,2.0,8.0,7.0,24.0,28.0,1.0,Match Report,45.0,514.0,65.0,149.0,207.0,162.0,29.0,514.0,13.0,6.0,46.2,6.0,46.2,230.0,1434.0,684.0,19.0,13.0,9.0,17.0,10.0,320.0,39.0,Match Report,2.0,0.0,0.0,14.0,14.0,2.0,13.0,7.0,11.0,0.0,0.0,0.0,34.0,18.0,11.0,62.1,Match Report
2024-10-19,17:30,Matchweek 8,Sat,Away,L,0.0,2.0,Bournemouth,0.7,1.8,51.0,11235.0,Gabriel Magalhães,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,0.0,6.0,1.0,16.7,0.0,0.0,15.1,0.0,0.0,0.0,0.7,0.7,0.12,-0.7,-0.7,Match Report,4.0,2.0,2.0,75.0,0.0,1.6,-0.4,1.0,1.0,0.0,0.0,10.0,30.0,33.3,50.0,3.0,48.0,35.3,7.0,85.7,54.9,18.0,3.0,16.7,2.0,13.4,Match Report,361.0,470.0,76.8,6147.0,2354.0,182.0,207.0,87.9,143.0,172.0,83.1,27.0,59.0,45.8,0.0,0.4,0.4,3.0,25.0,2.0,1.0,25.0,Match Report,9.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Match Report,17.0,10.0,11.0,4.0,2.0,11.0,28.0,39.3,17.0,13.0,5.0,8.0,6.0,23.0,29.0,3.0,Match Report,51.0,587.0,84.0,265.0,200.0,125.0,21.0,587.0,17.0,7.0,41.2,6.0,35.3,309.0,1515.0,723.0,16.0,9.0,7.0,19.0,10.0,357.0,25.0,Match Report,1.0,1.0,0.0,11.0,12.0,1.0,15.0,6.0,10.0,0.0,1.0,0.0,42.0,17.0,12.0,58.6,Match Report
2024-10-05,15:00,Matchweek 7,Sat,Home,W,3.0,1.0,Southampton,2.8,0.6,59.0,60307.0,Jorginho,4-4-2,5-4-1,Tony Harrington,Match Report,,3.0,29.0,6.0,20.7,0.1,0.5,14.6,0.0,0.0,0.0,2.8,2.8,0.1,0.2,0.2,Match Report,2.0,1.0,1.0,50.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,3.0,5.0,60.0,26.0,3.0,19.2,25.6,1.0,0.0,9.0,4.0,0.0,0.0,4.0,23.5,Match Report,505.0,590.0,85.6,8651.0,2466.0,227.0,242.0,93.8,244.0,271.0,90.0,32.0,59.0,54.2,2.0,2.3,1.8,22.0,47.0,15.0,2.0,54.0,Match Report,52.0,40.0,5.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Match Report,16.0,12.0,2.0,7.0,7.0,7.0,13.0,53.8,6.0,8.0,4.0,4.0,9.0,25.0,10.0,0.0,Match Report,59.0,677.0,27.0,111.0,276.0,295.0,57.0,677.0,20.0,14.0,70.0,5.0,25.0,389.0,2074.0,1175.0,29.0,15.0,17.0,7.0,10.0,504.0,54.0,Match Report,0.0,0.0,0.0,10.0,9.0,1.0,32.0,9.0,12.0,0.0,0.0,0.0,46.0,9.0,14.0,39.1,Match Report
2024-09-28,15:00,Matchweek 6,Sat,Home,W,4.0,2.0,Leicester City,4.4,0.3,74.0,60323.0,Bukayo Saka,4-4-2,4-2-3-1,Samuel Barrott,Match Report,,3.0,35.0,16.0,45.7,0.09,0.19,14.1,0.0,0.0,0.0,4.4,4.4,0.14,-1.4,-1.4,Match Report,3.0,2.0,1.0,33.3,0.0,0.2,-1.8,0.0,0.0,0.0,0.0,2.0,8.0,25.0,22.0,2.0,36.4,34.1,3.0,0.0,20.3,2.0,0.0,0.0,0.0,,Match Report,620.0,723.0,85.8,10367.0,2747.0,311.0,342.0,90.9,268.0,297.0,90.2,35.0,62.0,56.5,2.0,2.3,2.5,25.0,45.0,23.0,3.0,91.0,Match Report,58.0,44.0,3.0,2.0,6.0,1.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,Match Report,19.0,12.0,2.0,11.0,6.0,11.0,15.0,73.3,4.0,6.0,1.0,5.0,4.0,23.0,8.0,0.0,Match Report,74.0,837.0,24.0,97.0,315.0,432.0,70.0,837.0,33.0,18.0,54.5,10.0,30.3,485.0,2565.0,1420.0,39.0,22.0,15.0,15.0,14.0,617.0,89.0,Match Report,2.0,0.0,0.0,11.0,6.0,0.0,38.0,4.0,12.0,0.0,0.0,0.0,42.0,18.0,15.0,54.5,Match Report
2024-09-22,16:30,Matchweek 5,Sun,Away,D,2.0,2.0,Manchester City,0.7,2.1,23.0,52846.0,Bukayo Saka,4-4-2,4-3-3,Michael Oliver,Match Report,,2.0,5.0,3.0,60.0,0.4,0.67,11.3,0.0,0.0,0.0,0.7,0.7,0.13,1.3,1.3,Match Report,11.0,2.0,9.0,81.8,0.0,2.2,0.2,0.0,0.0,0.0,0.0,9.0,31.0,29.0,28.0,0.0,67.9,47.9,12.0,100.0,69.4,18.0,3.0,16.7,0.0,6.0,Match Report,154.0,221.0,69.7,2884.0,1326.0,70.0,81.0,86.4,60.0,82.0,73.2,17.0,47.0,36.2,2.0,0.6,0.5,4.0,9.0,1.0,1.0,11.0,Match Report,7.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,Match Report,16.0,10.0,11.0,4.0,1.0,9.0,19.0,47.4,10.0,21.0,13.0,8.0,4.0,20.0,41.0,1.0,Match Report,23.0,332.0,94.0,187.0,107.0,40.0,8.0,332.0,11.0,4.0,36.4,4.0,36.4,146.0,801.0,473.0,11.0,1.0,2.0,12.0,6.0,154.0,11.0,Match Report,6.0,1.0,1.0,10.0,6.0,1.0,7.0,4.0,10.0,0.0,0.0,0.0,25.0,11.0,16.0,40.7,Match Report
2024-09-15,14:00,Matchweek 4,Sun,Away,W,1.0,0.0,Tottenham,0.7,0.7,37.0,61645.0,Jorginho,4-4-2,4-3-3,Jarred Gillett,Match Report,,1.0,7.0,4.0,57.1,0.14,0.25,12.1,0.0,0.0,0.0,0.7,0.7,0.11,0.3,0.3,Match Report,5.0,0.0,5.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,8.0,20.0,40.0,31.0,6.0,45.2,34.9,7.0,85.7,52.1,25.0,2.0,8.0,2.0,12.4,Match Report,235.0,320.0,73.4,4331.0,1823.0,94.0,116.0,81.0,102.0,119.0,85.7,27.0,55.0,49.1,1.0,0.7,0.6,6.0,16.0,6.0,2.0,17.0,Match Report,12.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Match Report,21.0,12.0,14.0,3.0,4.0,13.0,20.0,65.0,7.0,16.0,5.0,11.0,9.0,30.0,32.0,1.0,Match Report,37.0,439.0,73.0,193.0,150.0,99.0,20.0,439.0,22.0,12.0,54.5,8.0,36.4,160.0,958.0,500.0,12.0,4.0,7.0,7.0,12.0,233.0,16.0,Match Report,3.0,0.0,0.0,10.0,12.0,3.0,13.0,9.0,12.0,0.0,0.0,0.0,32.0,14.0,14.0,50.0,Match Report
2024-08-31,12:30,Matchweek 3,Sat,Home,D,1.0,1.0,Brighton,2.1,1.7,36.0,60326.0,Martin Ødegaard,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,1.0,11.0,7.0,63.6,0.09,0.14,12.9,0.0,0.0,0.0,2.1,2.1,0.2,-1.1,-1.1,Match Report,4.0,1.0,3.0,75.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,9.0,30.0,30.0,30.0,3.0,66.7,43.6,10.0,100.0,60.9,18.0,5.0,27.8,0.0,7.4,Match Report,215.0,296.0,72.6,4044.0,1556.0,102.0,120.0,85.0,82.0,98.0,83.7,27.0,60.0,45.0,1.0,1.8,0.5,8.0,12.0,6.0,2.0,19.0,Match Report,20.0,15.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,17.0,11.0,8.0,7.0,2.0,12.0,22.0,54.5,10.0,16.0,8.0,8.0,12.0,29.0,20.0,1.0,Match Report,36.0,408.0,57.0,161.0,163.0,90.0,28.0,408.0,16.0,8.0,50.0,7.0,43.8,233.0,1135.0,562.0,13.0,6.0,7.0,7.0,11.0,211.0,18.0,Match Report,5.0,1.0,1.0,12.0,7.0,3.0,7.0,12.0,11.0,0.0,0.0,0.0,37.0,14.0,18.0,43.8,Match Report
2024-08-24,17:30,Matchweek 2,Sat,Away,W,2.0,0.0,Aston Villa,0.9,1.2,60.0,41587.0,Martin Ødegaard,4-3-3,4-4-2,Michael Oliver,Match Report,,2.0,9.0,4.0,44.4,0.22,0.5,18.8,0.0,0.0,0.0,0.9,0.9,0.1,1.1,1.1,Match Report,3.0,0.0,3.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,26.0,4.0,19.2,25.3,6.0,33.3,26.2,6.0,0.0,0.0,1.0,9.7,Match Report,483.0,544.0,88.8,7944.0,2177.0,244.0,258.0,94.6,213.0,236.0,90.3,23.0,38.0,60.5,1.0,0.7,1.4,7.0,35.0,11.0,0.0,49.0,Match Report,18.0,17.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Match Report,17.0,9.0,5.0,8.0,4.0,7.0,18.0,38.9,11.0,10.0,4.0,6.0,8.0,25.0,16.0,1.0,Match Report,60.0,635.0,46.0,159.0,309.0,171.0,32.0,635.0,17.0,6.0,35.3,9.0,52.9,401.0,2099.0,1174.0,20.0,13.0,7.0,9.0,13.0,474.0,48.0,Match Report,3.0,0.0,0.0,16.0,8.0,1.0,13.0,8.0,9.0,0.0,0.0,0.0,33.0,7.0,9.0,43.8,Match Report
2024-08-17,15:00,Matchweek 1,Sat,Home,W,2.0,0.0,Wolves,1.2,0.5,53.0,60261.0,Martin Ødegaard,4-3-3,4-2-3-1,Jarred Gillett,Match Report,,2.0,18.0,6.0,33.3,0.11,0.33,17.3,0.0,0.0,0.0,1.2,1.2,0.07,0.8,0.8,Match Report,3.0,0.0,3.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,5.0,12.0,41.7,32.0,5.0,21.9,29.4,6.0,83.3,55.5,11.0,1.0,9.1,0.0,9.0,Match Report,382.0,458.0,83.4,6872.0,2400.0,163.0,184.0,88.6,190.0,213.0,89.2,28.0,51.0,54.9,2.0,1.2,0.9,17.0,24.0,17.0,2.0,53.0,Match Report,35.0,29.0,3.0,1.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Match Report,18.0,13.0,9.0,6.0,3.0,8.0,16.0,50.0,8.0,6.0,1.0,5.0,8.0,26.0,16.0,2.0,Match Report,53.0,569.0,63.0,190.0,229.0,156.0,42.0,569.0,22.0,9.0,40.9,10.0,45.5,340.0,1745.0,749.0,18.0,8.0,10.0,13.0,9.0,376.0,52.0,Match Report,2.0,0.0,0.0,17.0,14.0,0.0,15.0,8.0,13.0,0.0,0.0,0.0,30.0,17.0,13.0,56.7,Match Report
2024-05-19,16:00,Matchweek 38,Sun,Home,W,2.0,1.0,Everton,2.9,0.6,68.0,60312.0,Martin Ødegaard,4-3-3,4-4-1-1,Michael Oliver,Match Report,,2.0,26.0,5.0,19.2,0.08,0.4,14.1,0.0,0.0,0.0,2.9,2.9,0.12,-0.9,-0.9,Match Report,2.0,1.0,1.0,50.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,5.0,5.6,19.5,2.0,0.0,17.0,3.0,0.0,0.0,2.0,22.0,Match Report,610.0,703.0,86.8,8977.0,2642.0,364.0,390.0,93.3,207.0,230.0,90.0,27.0,47.0,57.4,2.0,2.7,2.0,21.0,57.0,20.0,3.0,86.0,Match Report,47.0,38.0,1.0,1.0,5.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Match Report,7.0,6.0,5.0,2.0,0.0,2.0,12.0,16.7,10.0,16.0,1.0,15.0,8.0,15.0,5.0,0.0,Match Report,68.0,798.0,24.0,91.0,354.0,362.0,61.0,798.0,10.0,5.0,50.0,3.0,30.0,567.0,3338.0,1667.0,35.0,36.0,17.0,12.0,14.0,601.0,85.0,Match Report,4.0,0.0,0.0,8.0,10.0,1.0,28.0,8.0,6.0,0.0,0.0,0.0,43.0,12.0,13.0,48.0,Match Report
2024-05-12,16:30,Matchweek 37,Sun,Away,W,1.0,0.0,Manchester Utd,1.5,0.5,46.0,73600.0,Martin Ødegaard,4-3-3,4-2-3-1,Paul Tierney,Match Report,,1.0,11.0,5.0,45.5,0.09,0.2,13.4,0.0,0.0,0.0,1.5,1.5,0.14,-0.5,-0.5,Match Report,2.0,0.0,2.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,7.0,21.0,33.3,46.0,5.0,34.8,34.4,9.0,55.6,40.1,15.0,2.0,13.3,1.0,10.8,Match Report,377.0,467.0,80.7,6530.0,2325.0,178.0,202.0,88.1,166.0,188.0,88.3,27.0,54.0,50.0,1.0,1.5,1.9,10.0,21.0,11.0,0.0,32.0,Match Report,19.0,16.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Match Report,26.0,11.0,12.0,9.0,5.0,8.0,26.0,30.8,18.0,14.0,6.0,8.0,8.0,34.0,16.0,0.0,Match Report,46.0,584.0,90.0,248.0,226.0,117.0,27.0,584.0,18.0,7.0,38.9,11.0,61.1,335.0,1665.0,791.0,8.0,8.0,6.0,13.0,6.0,372.0,32.0,Match Report,2.0,0.0,0.0,6.0,5.0,0.0,10.0,8.0,11.0,0.0,0.0,0.0,34.0,10.0,13.0,43.5,Match Report
