Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report')"
2022-10-23,14:00,Matchweek 13,Sun,Away,D,1.0,1.0,Southampton,1.0,0.7,59.0,31145.0,Martin Ødegaard,4-3-3,4-4-2,Robert Jones,Match Report,,1,12,3,25.0,0.08,0.33,17.2,0,0,0,1.0,1.0,0.08,0.0,0.0,Match Report,3,1,2,66.7,0,0.7,-0.3,0,0,0,0,0,9,0.0,27,5,33.3,35.6,2,0.0,17.5,14,0,0.0,2,25.5,Match Report,494,582,84.9,9274,3063,183,210,87.1,266,289,92.0,43,67,64.2,1,0.8,0.7,10,62,8,2,61,Match Report,23,18,2,1,1,0,1,2,2,0,0,0,0,0,Match Report,16,9,6,8,2,4,7,57.1,3,8,4,4,7,23,28,0,Match Report,59.0,689,52,165,370,158,23,689,12,3,25.0,8,66.7,428,2026,1101,15,5,7,15,13,491,61,Match Report,1,0,0,8,10,3,12,7,9,0,0,0,56,11,11,50.0,Match Report
2022-10-30,14:00,Matchweek 14,Sun,Home,W,5.0,0.0,Nott'ham Forest,2.3,0.4,69.0,60263.0,Martin Ødegaard,4-3-3,4-3-3,Simon Hooper,Match Report,,5,24,9,37.5,0.21,0.56,16.0,1,0,0,2.3,2.3,0.1,2.7,2.7,Match Report,2,0,2,100.0,1,0.1,0.1,0,0,0,0,1,2,50.0,18,7,5.6,19.2,4,25.0,32.5,11,1,9.1,0,9.0,Match Report,580,667,87.0,8693,2927,325,346,93.9,209,232,90.1,30,54,55.6,4,2.1,2.0,21,41,18,3,58,Match Report,43,34,3,0,4,2,0,9,8,0,0,1,0,0,Match Report,14,9,5,7,2,8,12,66.7,4,7,1,6,7,21,11,3,Match Report,69.0,763,44,147,341,279,56,763,7,1,14.3,6,85.7,427,2592,1578,38,21,12,13,19,574,55,Match Report,0,0,0,9,7,1,23,7,9,0,0,0,51,10,13,43.5,Match Report
2022-11-06,12:00,Matchweek 15,Sun,Away,W,1.0,0.0,Chelsea,2.1,0.3,55.0,40142.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,1,14,2,14.3,0.07,0.5,14.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Match Report,1,0,1,100.0,1,0.1,0.1,0,0,0,0,2,9,22.2,28,4,28.6,32.3,5,20.0,25.4,10,0,0.0,2,24.5,Match Report,388,494,78.5,6858,2772,177,200,88.5,164,200,82.0,40,70,57.1,1,1.7,0.8,9,38,7,1,48,Match Report,26,14,3,5,2,1,1,2,0,1,0,1,0,0,Match Report,17,10,5,6,6,7,12,58.3,5,10,3,7,9,26,23,1,Match Report,55.0,619,65,204,238,183,27,619,22,11,50.0,7,31.8,308,1958,1023,25,9,9,20,17,379,46,Match Report,2,0,0,13,18,0,22,9,10,0,0,0,69,13,17,43.3,Match Report
2022-11-12,19:45,Matchweek 16,Sat,Away,W,2.0,0.0,Wolves,2.1,0.7,62.0,34624.0,Martin Ødegaard,4-3-3,5-3-2,Stuart Attwell,Match Report,,2,14,3,21.4,0.14,0.67,13.7,0,0,0,2.1,2.1,0.15,-0.1,-0.1,Match Report,2,0,2,100.0,1,0.4,0.4,0,0,0,0,0,6,0.0,22,7,13.6,24.7,6,50.0,45.0,11,1,9.1,1,12.3,Match Report,537,622,86.3,9598,2861,228,240,95.0,242,275,88.0,53,83,63.9,1,1.5,1.4,9,66,11,2,49,Match Report,25,21,1,1,2,0,0,3,2,0,0,1,0,0,Match Report,10,5,4,4,2,5,14,35.7,9,8,3,5,7,17,10,2,Match Report,62.0,717,48,128,408,187,23,717,22,9,40.9,11,50.0,486,2800,1482,20,16,5,16,6,533,49,Match Report,2,0,0,6,5,1,23,7,5,0,0,0,47,9,20,31.0,Match Report
2022-12-26,20:00,Matchweek 17,Mon,Home,W,3.0,1.0,West Ham,2.1,1.0,66.0,60125.0,Martin Ødegaard,4-3-3,4-2-3-1,Michael Oliver,Match Report,,3,16,5,31.3,0.19,0.6,18.2,1,0,0,2.1,2.1,0.14,0.9,0.9,Match Report,4,1,3,100.0,0,1.3,0.3,1,1,0,0,2,6,33.3,20,4,25.0,27.5,5,20.0,29.4,10,0,0.0,2,19.2,Match Report,606,699,86.7,9965,3046,288,310,92.9,253,280,90.4,44,72,61.1,3,2.0,1.3,14,46,19,1,78,Match Report,28,19,3,1,2,2,1,5,4,0,0,1,0,0,Match Report,15,10,3,6,6,7,7,100.0,0,7,0,7,4,19,14,0,Match Report,66.0,795,43,171,380,249,35,795,19,6,31.6,7,36.8,523,2901,1588,23,18,4,12,7,605,78,Match Report,0,0,0,13,17,3,25,4,10,0,1,0,61,15,15,50.0,Match Report
2022-12-31,17:30,Matchweek 18,Sat,Away,W,4.0,2.0,Brighton,2.9,1.2,32.0,31647.0,Martin Ødegaard,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,4,14,7,50.0,0.29,0.57,11.2,0,0,0,2.9,2.9,0.22,1.1,1.1,Match Report,5,2,3,60.0,0,2.2,0.2,0,0,0,0,4,25,16.0,31,3,61.3,46.7,8,75.0,52.1,17,2,11.8,0,2.8,Match Report,225,310,72.6,3770,1572,119,138,86.2,74,90,82.2,23,59,39.0,1,1.2,1.0,8,17,7,0,29,Match Report,22,14,2,0,3,1,2,6,4,0,0,2,0,0,Match Report,19,9,7,10,2,3,3,100.0,0,5,2,3,9,28,24,1,Match Report,32.0,416,62,136,180,106,28,416,10,5,50.0,5,50.0,223,1128,572,16,8,9,14,3,223,29,Match Report,3,0,0,11,6,0,6,9,9,0,0,0,44,8,12,40.0,Match Report
2023-01-03,19:45,Matchweek 19,Tue,Home,D,0.0,0.0,Newcastle Utd,1.1,1.0,66.0,60319.0,Martin Ødegaard,4-3-3,4-3-3,Andy Madley,Match Report,,0,17,4,23.5,0.0,0.0,17.0,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Match Report,1,0,1,100.0,1,0.3,0.3,0,0,0,0,3,7,42.9,19,6,31.6,28.5,6,16.7,29.5,12,0,0.0,2,28.5,Match Report,480,572,83.9,8377,2699,212,239,88.7,223,246,90.7,38,58,65.5,0,1.0,1.0,14,53,10,1,56,Match Report,33,25,3,0,2,3,0,0,0,0,0,0,0,0,Match Report,13,8,6,6,1,6,12,50.0,6,9,2,7,3,16,22,0,Match Report,66.0,675,44,155,325,201,38,675,16,2,12.5,10,62.5,378,2158,1126,21,11,9,10,13,472,54,Match Report,4,0,0,10,16,1,16,3,8,0,0,0,48,12,16,42.9,Match Report
2023-01-15,16:30,Matchweek 20,Sun,Away,W,2.0,0.0,Tottenham,1.8,1.6,49.0,61870.0,Martin Ødegaard,4-3-3,3-4-3,Craig Pawson,Match Report,,1,14,5,35.7,0.07,0.2,17.9,2,0,0,1.8,1.8,0.13,-0.8,-0.8,Match Report,7,0,7,100.0,1,2.5,2.5,0,0,0,0,3,16,18.8,23,6,60.9,45.1,3,66.7,52.3,14,2,14.3,0,9.0,Match Report,408,494,82.6,6959,2278,194,213,91.1,177,205,86.3,31,60,51.7,1,1.6,1.7,10,49,6,1,48,Match Report,26,17,3,1,1,4,0,2,2,0,0,0,0,0,Match Report,13,8,6,4,3,3,10,30.0,7,16,6,10,6,19,30,0,Match Report,49.0,620,58,167,254,204,24,620,20,6,30.0,10,50.0,382,1969,955,27,16,8,14,7,401,46,Match Report,2,0,0,15,16,2,11,6,8,0,0,0,49,13,21,38.2,Match Report
2023-01-22,16:30,Matchweek 21,Sun,Home,W,3.0,2.0,Manchester Utd,3.1,0.4,57.0,60325.0,Martin Ødegaard,4-3-3,4-2-3-1,Anthony Taylor,Match Report,,3,25,5,20.0,0.12,0.6,14.2,0,0,0,3.1,3.1,0.13,-0.1,-0.1,Match Report,4,2,2,50.0,0,0.6,-1.4,0,0,0,0,3,11,27.3,26,1,42.3,34.5,2,0.0,7.0,8,1,12.5,3,21.8,Match Report,437,555,78.7,6925,2250,224,255,87.8,170,203,83.7,28,57,49.1,2,2.1,1.8,17,34,10,1,49,Match Report,40,28,2,2,5,1,2,5,4,0,0,1,0,0,Match Report,21,14,9,8,4,10,17,58.8,7,11,2,9,9,30,10,1,Match Report,57.0,677,51,183,265,236,59,677,21,11,52.4,8,38.1,345,2530,1298,37,21,18,14,13,434,49,Match Report,1,0,0,8,9,1,22,9,14,0,0,0,64,11,16,40.7,Match Report
2023-02-04,12:30,Matchweek 22,Sat,Away,L,0.0,1.0,Everton,0.9,1.7,70.0,39314.0,Martin Ødegaard,4-3-3,4-5-1,David Coote,Match Report,,0,15,2,13.3,0.0,0.0,17.6,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Match Report,4,1,3,75.0,0,1.1,0.1,0,0,0,0,2,10,20.0,27,9,29.6,27.6,7,28.6,29.0,18,2,11.1,0,11.4,Match Report,584,687,85.0,9507,2846,288,317,90.9,216,247,87.4,51,79,64.6,0,0.8,0.6,13,49,13,1,73,Match Report,28,20,4,1,2,1,0,0,0,0,0,0,0,0,Match Report,14,11,4,6,4,9,16,56.3,7,6,3,3,2,16,18,1,Match Report,70.0,785,62,204,377,210,37,785,25,12,48.0,9,36.0,457,2875,1537,26,22,9,18,9,574,73,Match Report,1,0,0,8,12,0,16,2,11,0,0,0,53,12,17,41.4,Match Report
2023-02-11,15:00,Matchweek 23,Sat,Home,D,1.0,1.0,Brentford,1.6,2.0,69.0,60254.0,Martin Ødegaard,4-3-3,3-5-2,Peter Bankes,Match Report,,1,23,7,30.4,0.04,0.14,19.6,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Match Report,2,1,1,50.0,0,1.0,0.0,0,0,0,0,1,11,9.1,28,5,39.3,34.1,8,0.0,13.4,10,0,0.0,2,33.5,Match Report,537,649,82.7,9043,2754,239,271,88.2,255,288,88.5,36,65,55.4,1,1.3,1.6,18,48,26,4,89,Match Report,44,40,0,2,1,0,1,2,2,0,0,0,0,0,Match Report,10,6,4,3,3,4,9,44.4,5,9,3,6,4,14,16,0,Match Report,69.0,745,70,174,200,376,50,745,21,13,61.9,4,19.0,477,2534,1442,32,24,13,9,8,533,89,Match Report,0,0,0,9,9,1,36,4,6,0,0,0,45,13,32,28.9,Match Report
