Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,"('Standard', 'Gls')","('Standard', 'Sh')","('Standard', 'SoT')","('Standard', 'SoT%')","('Standard', 'G/Sh')","('Standard', 'G/SoT')","('Standard', 'Dist')","('Standard', 'FK')","('Standard', 'PK')","('Standard', 'PKatt')","('Expected', 'xG')","('Expected', 'npxG')","('Expected', 'npxG/Sh')","('Expected', 'G-xG')","('Expected', 'np:G-xG')","('Unnamed: 24_level_0', 'Match Report')","('Performance', 'SoTA')","('Performance', 'GA')","('Performance', 'Saves')","('Performance', 'Save%')","('Performance', 'CS')","('Performance', 'PSxG')","('Performance', 'PSxG+/-')","('Penalty Kicks', 'PKatt')","('Penalty Kicks', 'PKA')","('Penalty Kicks', 'PKsv')","('Penalty Kicks', 'PKm')","('Launched', 'Cmp')","('Launched', 'Att')","('Launched', 'Cmp%')","('Passes', 'Att (GK)')","('Passes', 'Thr')","('Passes', 'Launch%')","('Passes', 'AvgLen')","('Goal Kicks', 'Att')","('Goal Kicks', 'Launch%')","('Goal Kicks', 'AvgLen')","('Crosses', 'Opp')","('Crosses', 'Stp')","('Crosses', 'Stp%')","('Sweeper', '#OPA')","('Sweeper', 'AvgDist')","('Unnamed: 35_level_0', 'Match Report')","('Total', 'Cmp')","('Total', 'Att')","('Total', 'Cmp%')","('Total', 'TotDist')","('Total', 'PrgDist')","('Short', 'Cmp')","('Short', 'Att')","('Short', 'Cmp%')","('Medium', 'Cmp')","('Medium', 'Att')","('Medium', 'Cmp%')","('Long', 'Cmp')","('Long', 'Att')","('Long', 'Cmp%')","('Unnamed: 23_level_0', 'Ast')","('Unnamed: 24_level_0', 'xAG')","('Unnamed: 25_level_0', 'xA')","('Unnamed: 26_level_0', 'KP')","('Unnamed: 27_level_0', '1/3')","('Unnamed: 28_level_0', 'PPA')","('Unnamed: 29_level_0', 'CrsPA')","('Unnamed: 30_level_0', 'PrgP')","('Unnamed: 31_level_0', 'Match Report')","('SCA Types', 'SCA')","('SCA Types', 'PassLive')","('SCA Types', 'PassDead')","('SCA Types', 'TO')","('SCA Types', 'Sh')","('SCA Types', 'Fld')","('SCA Types', 'Def')","('GCA Types', 'GCA')","('GCA Types', 'PassLive')","('GCA Types', 'PassDead')","('GCA Types', 'TO')","('GCA Types', 'Sh')","('GCA Types', 'Fld')","('GCA Types', 'Def')","('Unnamed: 23_level_0', 'Match Report')","('Tackles', 'Tkl')","('Tackles', 'TklW')","('Tackles', 'Def 3rd')","('Tackles', 'Mid 3rd')","('Tackles', 'Att 3rd')","('Challenges', 'Tkl')","('Challenges', 'Att')","('Challenges', 'Tkl%')","('Challenges', 'Lost')","('Blocks', 'Blocks')","('Blocks', 'Sh')","('Blocks', 'Pass')","('Unnamed: 21_level_0', 'Int')","('Unnamed: 22_level_0', 'Tkl+Int')","('Unnamed: 23_level_0', 'Clr')","('Unnamed: 24_level_0', 'Err')","('Unnamed: 25_level_0', 'Match Report')","('For Arsenal', 'Poss')","('Touches', 'Touches')","('Touches', 'Def Pen')","('Touches', 'Def 3rd')","('Touches', 'Mid 3rd')","('Touches', 'Att 3rd')","('Touches', 'Att Pen')","('Touches', 'Live')","('Take-Ons', 'Att')","('Take-Ons', 'Succ')","('Take-Ons', 'Succ%')","('Take-Ons', 'Tkld')","('Take-Ons', 'Tkld%')","('Carries', 'Carries')","('Carries', 'TotDist')","('Carries', 'PrgDist')","('Carries', 'PrgC')","('Carries', '1/3')","('Carries', 'CPA')","('Carries', 'Mis')","('Carries', 'Dis')","('Receiving', 'Rec')","('Receiving', 'PrgR')","('Unnamed: 32_level_0', 'Match Report')","('Performance', 'CrdY')","('Performance', 'CrdR')","('Performance', '2CrdY')","('Performance', 'Fls')","('Performance', 'Fld')","('Performance', 'Off')","('Performance', 'Crs')","('Performance', 'Int')","('Performance', 'TklW')","('Performance', 'PKwon')","('Performance', 'PKcon')","('Performance', 'OG')","('Performance', 'Recov')","('Aerial Duels', 'Won')","('Aerial Duels', 'Lost')","('Aerial Duels', 'Won%')","('Unnamed: 25_level_0', 'Match Report')"
2023-02-15,19:30,Matchweek 12,Wed,Home,L,1.0,3.0,Manchester City,1.6,1.8,63.0,60276.0,Martin Ødegaard,4-3-3,4-1-4-1,Anthony Taylor,Match Report,,1,9,0,0.0,0.0,,19.2,0,1,1,1.6,0.9,0.09,-0.6,-0.9,Match Report,5,3,2,40.0,0,1.3,-1.7,0,0,0,0,5,13,38.5,37,7,27.0,28.9,3,100.0,68.3,7,0,0.0,0,2.0,Match Report,466,569,81.9,8476,2683,184,207,88.9,227,257,88.3,46,78,59.0,0,0.7,0.7,7,32,13,2,46,Match Report,18,13,1,1,1,1,1,2,1,0,0,0,1,0,Match Report,13,5,10,2,1,7,16,43.8,9,6,2,4,8,21,6,3,Match Report,63.0,654,58,250,267,139,21,653,15,6,40.0,7,46.7,412,2035,1105,17,12,3,15,10,462,46,Match Report,2,0,0,11,13,0,17,8,5,1,0,0,47,11,14,44.0,Match Report
2023-02-18,12:30,Matchweek 24,Sat,Away,W,4.0,2.0,Aston Villa,3.2,0.5,67.0,42066.0,Martin Ødegaard,4-3-3,4-4-2,Simon Hooper,Match Report,,3,20,5,25.0,0.15,0.6,15.7,0,0,0,3.2,3.2,0.16,-0.2,-0.2,Match Report,5,2,3,60.0,0,0.8,-1.2,0,0,0,0,1,5,20.0,21,4,23.8,25.0,2,0.0,16.0,6,0,0.0,1,44.0,Match Report,530,643,82.4,8713,2798,252,287,87.8,215,239,90.0,40,65,61.5,2,2.6,1.9,14,52,12,3,68,Match Report,35,25,5,1,3,1,0,5,4,1,0,0,0,0,Match Report,18,10,7,7,4,5,16,31.3,11,6,1,5,0,18,8,0,Match Report,67.0,730,32,149,320,265,43,730,27,10,37.0,14,51.9,414,2350,1334,36,19,9,11,11,525,68,Match Report,1,0,0,4,12,2,30,0,10,0,0,0,41,13,11,54.2,Match Report
2023-02-25,15:00,Matchweek 25,Sat,Away,W,1.0,0.0,Leicester City,0.7,0.0,65.0,32227.0,Oleksandr Zinchenko,4-3-3,4-3-3,Craig Pawson,Match Report,,1,10,2,20.0,0.1,0.5,19.4,1,0,0,0.7,0.7,0.07,0.3,0.3,Match Report,0,0,0,,1,0.0,0.0,0,0,0,0,3,8,37.5,25,5,24.0,28.3,5,40.0,37.2,4,0,0.0,1,15.5,Match Report,524,654,80.1,8937,2854,241,272,88.6,216,258,83.7,48,76,63.2,1,0.5,0.7,8,45,16,0,65,Match Report,20,18,1,0,0,1,0,2,2,0,0,0,0,0,Match Report,11,6,6,3,2,3,15,20.0,12,10,0,10,6,17,11,0,Match Report,65.0,733,35,176,317,245,26,733,17,10,58.8,3,17.6,407,2129,1094,20,16,6,15,9,519,65,Match Report,1,0,0,9,13,4,15,6,6,0,0,0,57,18,16,52.9,Match Report
2023-03-01,19:45,Matchweek 7,Wed,Home,W,4.0,0.0,Everton,2.4,1.2,73.0,60213.0,Martin Ødegaard,4-3-3,4-5-1,Michael Oliver,Match Report,,4,15,5,33.3,0.27,0.8,12.9,0,0,0,2.4,2.4,0.16,1.6,1.6,Match Report,5,0,5,100.0,1,2.1,2.1,0,0,0,0,1,3,33.3,20,5,15.0,26.8,5,0.0,14.6,6,0,0.0,2,21.0,Match Report,681,794,85.8,11598,3384,315,344,91.6,288,326,88.3,63,84,75.0,4,2.0,1.9,11,63,14,1,64,Match Report,25,20,1,0,3,0,1,7,6,0,0,0,0,1,Match Report,7,7,1,4,2,2,12,16.7,10,9,1,8,7,14,10,0,Match Report,73.0,878,41,179,449,254,31,878,9,6,66.7,1,11.1,567,2831,1554,22,16,2,18,11,676,64,Match Report,0,0,0,5,12,4,15,7,7,0,0,0,55,11,15,42.3,Match Report
2023-03-04,15:00,Matchweek 26,Sat,Home,W,3.0,2.0,Bournemouth,2.1,1.3,79.0,60222.0,Martin Ødegaard,4-3-3,5-4-1,Chris Kavanagh,Match Report,,3,31,9,29.0,0.1,0.33,18.1,2,0,0,2.1,2.1,0.07,0.9,0.9,Match Report,4,2,2,50.0,0,1.5,-0.5,0,0,0,0,0,1,0.0,15,2,6.7,23.1,1,0.0,19.0,5,0,0.0,4,40.0,Match Report,675,801,84.3,9697,2776,402,445,90.3,212,246,86.2,30,51,58.8,2,1.6,1.9,25,75,29,3,107,Match Report,55,42,3,4,4,2,0,5,4,0,0,1,0,0,Match Report,17,10,4,6,7,13,17,76.5,4,6,0,6,2,19,5,0,Match Report,79.0,891,18,81,336,479,73,891,28,16,57.1,7,25.0,654,4037,2102,43,37,11,11,9,669,106,Match Report,0,0,0,6,8,0,48,2,10,0,0,0,63,19,15,55.9,Match Report
2023-03-12,14:00,Matchweek 27,Sun,Away,W,3.0,0.0,Fulham,2.3,0.8,55.0,24426.0,Martin Ødegaard,4-3-3,4-2-3-1,David Coote,Match Report,,3,15,7,46.7,0.2,0.43,15.2,1,0,0,2.3,2.3,0.16,0.7,0.7,Match Report,2,0,2,100.0,1,0.1,0.1,0,0,0,0,1,10,10.0,22,7,27.3,30.3,6,66.7,52.8,16,0,0.0,2,13.7,Match Report,487,578,84.3,7476,2296,254,274,92.7,177,195,90.8,34,71,47.9,3,2.3,1.3,12,28,14,3,47,Match Report,28,20,2,4,1,1,0,6,5,1,0,0,0,0,Match Report,20,14,11,8,1,11,21,52.4,10,11,4,7,5,25,17,1,Match Report,55.0,668,63,206,311,156,28,668,19,14,73.7,4,21.1,493,2120,1025,17,15,4,12,10,482,47,Match Report,1,0,0,9,10,2,18,5,14,0,0,0,55,11,16,40.7,Match Report
2023-03-19,14:00,Matchweek 28,Sun,Home,W,4.0,1.0,Crystal Palace,1.6,0.8,62.0,60247.0,Martin Ødegaard,4-3-3,4-2-3-1,Stuart Attwell,Match Report,,4,15,5,33.3,0.27,0.8,16.4,0,0,0,1.6,1.6,0.1,2.4,2.4,Match Report,5,1,4,80.0,0,1.2,0.2,0,0,0,0,4,10,40.0,24,1,37.5,35.9,3,33.3,32.3,8,0,0.0,1,23.0,Match Report,528,629,83.9,9028,2999,247,278,88.8,234,257,91.1,39,66,59.1,4,1.4,1.6,12,57,12,0,63,Match Report,27,20,3,1,1,1,1,7,7,0,0,0,0,0,Match Report,15,9,4,7,4,8,12,66.7,4,14,3,11,4,19,11,0,Match Report,62.0,738,48,171,333,242,40,738,21,7,33.3,10,47.6,465,2161,1108,18,13,10,10,8,525,62,Match Report,0,0,0,8,10,2,25,4,9,0,0,0,60,18,11,62.1,Match Report
2023-04-01,15:00,Matchweek 29,Sat,Home,W,4.0,1.0,Leeds United,3.8,0.7,66.0,60283.0,Martin Ødegaard,4-3-3,4-3-3,Darren England,Match Report,,4,12,4,33.3,0.25,0.75,13.9,0,1,1,3.8,3.0,0.25,0.2,0.0,Match Report,5,1,4,80.0,0,0.5,-0.5,0,0,0,0,2,9,22.2,17,2,41.2,33.5,4,50.0,47.8,9,0,0.0,0,10.0,Match Report,564,668,84.4,9661,2894,258,292,88.4,240,261,92.0,52,76,68.4,3,2.8,1.8,9,41,7,3,45,Match Report,23,16,2,3,1,1,0,8,5,0,2,0,1,0,Match Report,15,9,6,8,1,6,12,50.0,6,12,1,11,8,23,17,0,Match Report,66.0,784,52,194,385,208,28,783,32,13,40.6,13,40.6,560,2511,1308,15,19,9,12,8,558,45,Match Report,0,0,0,11,12,5,11,8,9,1,0,0,54,20,12,62.5,Match Report
2023-04-09,16:30,Matchweek 30,Sun,Away,D,2.0,2.0,Liverpool,1.4,3.9,41.0,53267.0,Martin Ødegaard,4-3-3,4-3-3,Paul Tierney,Match Report,,2,9,5,55.6,0.22,0.4,15.7,0,0,0,1.4,1.4,0.16,0.6,0.6,Match Report,6,2,4,66.7,0,2.7,0.7,1,0,0,1,8,25,32.0,22,2,72.7,48.5,11,81.8,59.1,19,0,0.0,1,11.8,Match Report,301,399,75.4,5688,2357,142,161,88.2,114,137,83.2,38,80,47.5,1,1.2,0.7,6,32,5,1,27,Match Report,16,12,2,2,0,0,0,4,3,0,1,0,0,0,Match Report,21,11,11,7,3,8,12,66.7,4,15,5,10,10,31,29,1,Match Report,41.0,542,91,204,215,128,19,542,35,17,48.6,13,37.1,265,1353,726,18,12,9,18,9,297,27,Match Report,4,0,0,11,10,2,11,10,11,0,1,0,62,13,14,48.1,Match Report
2023-04-16,14:00,Matchweek 31,Sun,Away,D,2.0,2.0,West Ham,2.7,1.8,70.0,62481.0,Martin Ødegaard,4-3-3,4-3-3,David Coote,Match Report,,2,10,5,50.0,0.2,0.4,13.9,0,0,1,2.7,2.0,0.2,-0.7,0.0,Match Report,3,2,1,66.7,0,1.8,-0.2,1,1,0,0,2,6,33.3,33,4,15.2,26.5,9,11.1,27.4,15,0,0.0,1,19.0,Match Report,547,643,85.1,9550,3029,241,267,90.3,262,294,89.1,41,67,61.2,2,1.7,1.5,6,39,9,2,50,Match Report,18,9,3,2,2,2,0,4,4,0,0,0,0,0,Match Report,13,9,6,6,1,8,14,57.1,6,14,7,7,3,16,25,0,Match Report,70.0,742,77,253,301,194,21,741,21,11,52.4,10,47.6,472,2499,1373,14,19,2,10,7,544,49,Match Report,2,0,0,8,9,1,17,3,9,0,1,0,43,19,23,45.2,Match Report
2023-04-21,20:00,Matchweek 32,Fri,Home,D,3.0,3.0,Southampton,2.4,1.3,74.0,60175.0,Martin Ødegaard,4-3-3,4-4-2,Simon Hooper,Match Report,,3,25,5,20.0,0.12,0.6,15.3,0,0,0,2.4,2.4,0.1,0.6,0.6,Match Report,6,3,3,50.0,0,1.6,-1.4,0,0,0,0,1,5,20.0,24,3,20.8,21.8,3,0.0,21.7,3,0,0.0,3,27.2,Match Report,611,729,83.8,10793,3277,257,291,88.3,280,315,88.9,58,88,65.9,2,2.1,2.1,19,82,27,6,91,Match Report,46,35,1,3,6,1,0,5,3,0,1,1,0,0,Match Report,17,10,8,5,4,6,18,33.3,12,5,0,5,4,21,4,1,Match Report,74.0,821,31,148,353,325,68,821,27,11,40.7,12,44.4,526,2958,1656,33,16,11,12,10,606,89,Match Report,1,0,0,10,14,1,30,4,10,0,0,0,62,15,11,57.7,Match Report
2023-04-26,20:00,Matchweek 33,Wed,Away,L,1.0,4.0,Manchester City,0.5,2.5,48.0,53482.0,Martin Ødegaard,4-3-3,4-3-3,Michael Oliver,Match Report,,1,8,2,25.0,0.13,0.5,18.0,1,0,0,0.5,0.5,0.06,0.5,0.5,Match Report,9,4,5,55.6,0,2.6,-1.4,0,0,0,0,2,15,13.3,28,2,39.3,37.3,6,66.7,47.0,3,0,0.0,0,4.5,Match Report,400,481,83.2,7021,2086,173,194,89.2,196,216,90.7,30,60,50.0,1,0.3,0.5,5,27,5,0,30,Match Report,13,9,1,0,1,2,0,2,2,0,0,0,0,0,Match Report,10,4,4,4,2,4,11,36.4,7,8,2,6,5,15,13,0,Match Report,48.0,549,71,212,258,88,18,549,15,9,60.0,3,20.0,367,1807,850,11,9,5,8,8,398,30,Match Report,1,0,0,13,11,1,8,5,4,0,0,0,41,12,15,44.4,Match Report
2023-05-02,20:00,Matchweek 34,Tue,Home,W,3.0,1.0,Chelsea,1.7,0.8,55.0,60144.0,Martin Ødegaard,4-3-3,4-3-3,Robert Jones,Match Report,,3,16,9,56.3,0.19,0.33,13.0,0,0,0,1.7,1.7,0.11,1.3,1.3,Match Report,4,1,3,75.0,0,1.4,0.4,0,0,0,0,3,14,21.4,27,5,37.0,31.9,5,80.0,57.6,6,0,0.0,0,,Match Report,485,577,84.1,8073,2607,217,239,90.8,221,239,92.5,30,61,49.2,2,1.3,1.5,11,41,13,3,55,Match Report,26,18,1,3,3,1,0,5,4,0,0,1,0,0,Match Report,12,4,2,6,4,4,13,30.8,9,10,2,8,7,19,12,0,Match Report,55.0,680,63,175,315,191,37,680,15,6,40.0,6,40.0,415,1891,911,17,12,9,8,9,481,55,Match Report,0,0,0,10,10,1,18,7,4,0,0,0,53,12,18,40.0,Match Report
2023-05-07,16:30,Matchweek 35,Sun,Away,W,2.0,0.0,Newcastle Utd,1.3,1.3,45.0,50267.0,Martin Ødegaard,4-3-3,4-3-3,Chris Kavanagh,Match Report,,1,10,6,60.0,0.1,0.17,16.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,Match Report,5,0,5,100.0,1,0.8,0.8,0,0,0,0,4,20,20.0,28,5,50.0,40.7,6,100.0,71.3,18,4,22.2,0,6.8,Match Report,291,374,77.8,4854,1993,143,162,88.3,129,151,85.4,16,50,32.0,1,1.2,0.6,9,15,8,0,27,Match Report,19,15,0,2,1,0,1,2,2,0,0,0,0,0,Match Report,23,18,12,6,5,10,22,45.5,12,14,3,11,8,31,24,0,Match Report,45.0,511,78,211,189,119,20,511,16,6,37.5,7,43.8,266,1236,563,16,12,3,20,11,286,26,Match Report,1,0,0,12,16,1,5,8,18,0,0,0,52,12,17,41.4,Match Report
2023-05-14,16:30,Matchweek 36,Sun,Home,L,0.0,3.0,Brighton,0.9,1.7,41.0,60139.0,Martin Ødegaard,4-3-3,4-2-3-1,Andy Madley,Match Report,,0,14,2,14.3,0.0,0.0,16.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Match Report,6,3,3,50.0,0,1.8,-1.2,0,0,0,0,3,20,15.0,34,4,47.1,37.8,5,80.0,57.6,3,1,33.3,3,16.7,Match Report,292,387,75.5,4930,1704,140,167,83.8,125,140,89.3,24,61,39.3,0,0.8,0.6,12,20,5,0,28,Match Report,23,20,1,1,0,1,0,0,0,0,0,0,0,0,Match Report,20,6,8,9,3,12,25,48.0,13,12,1,11,7,27,6,1,Match Report,41.0,483,49,181,189,117,23,483,17,8,47.1,4,23.5,269,1281,704,14,8,10,9,11,286,27,Match Report,1,0,0,13,16,1,11,7,6,0,0,0,47,7,11,38.9,Match Report
2023-05-20,17:30,Matchweek 37,Sat,Away,L,0.0,1.0,Nott'ham Forest,0.6,0.6,81.0,29514.0,Martin Ødegaard,4-3-3,3-4-3,Anthony Taylor,Match Report,,0,11,3,27.3,0.0,0.0,16.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Match Report,2,1,1,50.0,0,0.5,-0.5,0,0,0,0,0,1,0.0,26,9,3.8,19.1,2,0.0,23.0,4,2,50.0,0,4.7,Match Report,665,764,87.0,10414,2694,335,359,93.3,282,312,90.4,26,46,56.5,0,0.4,0.9,8,69,12,0,72,Match Report,15,13,2,0,0,0,0,0,0,0,0,0,0,0,Match Report,8,3,1,3,4,4,11,36.4,7,5,1,4,6,14,14,2,Match Report,81.0,852,40,148,364,343,31,852,15,5,33.3,7,46.7,583,3252,2012,30,25,5,16,11,656,71,Match Report,2,0,0,12,9,1,19,6,3,0,0,0,51,26,9,74.3,Match Report
2023-05-28,16:30,Matchweek 38,Sun,Home,W,5.0,0.0,Wolves,2.8,0.5,51.0,60095.0,Martin Ødegaard,4-3-3,4-3-3,Andre Marriner,Match Report,,5,14,8,57.1,0.36,0.63,13.7,1,0,0,2.8,2.8,0.2,2.2,2.2,Match Report,0,0,0,,1,0.0,0.0,0,0,0,0,2,11,18.2,30,2,36.7,35.4,5,0.0,14.4,13,0,0.0,0,,Match Report,418,484,86.4,7192,2257,183,198,92.4,197,213,92.5,27,52,51.9,4,2.5,1.9,11,36,12,1,45,Match Report,25,20,0,2,1,1,1,9,7,0,1,0,0,1,Match Report,17,14,4,9,4,8,24,33.3,16,11,2,9,2,19,15,0,Match Report,51.0,573,53,152,235,191,38,573,17,11,64.7,4,23.5,341,1815,998,20,14,8,10,5,410,44,Match Report,0,0,0,8,10,1,14,2,14,0,0,0,40,11,12,47.8,Match Report
